questions,answers
"I flop around on sticks and sometimes you cheer me as I do, I desperately need a white powder to do what needs to be done, and looking at me you might wonder why I look like I am about to go swimming. What am I?",A gymnast
"A girl is sitting in a house at night that has no lights on at all. There is no lamp, no candle, nothing. Yet she is reading. How?","She's blind, and is reading Braille."
What two things can you never eat for breakfast?,Lunch and dinner!
"Three men were in a boat. It capsized, but only two got their hair wet. Why?""",One of the men was bold!
"What word with 4 letters can be written forward, backward or upside down, and yet can still be read from left to right?",NOON
"if a wheel has 64 spokes, how many spaces are there between the spokes?",64. The space after the 64th spoke is the same as before the first one.
What is made of water but if you put it into water it will die?,An ice cube.
What has a bottom at the top?,Legs!
"When can a person drown, but still not get wet?",When he's trapped in quicksand.
"A wife decides to shoot her husband. She does so, then holds him underwater for more than 5 minutes. Finally she hangs him. 10 minutes later they both go out to lunch. How is this possible?","The woman shot a photo of the husband, they developed the photo in water and hanged it to dry."
"A boy was at a carnival and went to a booth where a man said to the boy, ""If I write your exact weight on this piece of paper then you have to give me $10, but if I cannot, I will pay you $10."" The boy looked around and saw no scale so he agrees, thinking no matter what the carny writes he'll just say he weighs more or less. In the end the boy ended up paying the man $10. How did the man win the bet?","He wrote ""Your exact weight."" on the paper."
"Two girls have the same parents and were born at the same hour of the same day of the same month, but they are not twins. How can this be possible?",They were not born in the same year.
The ages of a father and son add up to 66. The father's age is the son's age reversed. How old could they be?* There are THREE possible solutions,51 and 1542 and 2460 and 06
Arnold Schwarzenegger's is really long. Michael J. Fox's is really short. Mickey Mouse's isn't human. Madonna doesn't have one. What is it?,A last name.
"What four letter word that ends in ""k"" means the same as intercourse?",Talk.
"This city might as well be named ""Armed conflict cutting tool.""",Warsaw (Poland)
"This city can be also named as: ""Father goes after container for carrying things.""",Baghdad (Iraq)
"This city can be just as well called: ""Supply Residence"".",Stock-Holm! (Sweden)
"City name sounds like: ""Sprouts' first name.""",Brussels (Belgium)
"Which city name can also be represented by: ""Insane to move""",Mad-rid! (Spain)
"Which city can be also named: ""Rooster appears after sudden loud noise.""",Bangkok (Thailand)
What do you answer even though it never asks you questions?,A doorbell. (Or a phone)
What do you bury when it's alive and dig up when it's dead?,A plant.
Who was the smartest man in the Bible?,Abraham. He knew a Lot.
"As a stone inside a tree, I'll help your words outlive thee. But if you push me as I stand, the more I move the less I am.What am I?",A pencil.
"Take away my first letter, then take away my second letter. Then take away the rest of my letters, yet I remain the same. What am I?",A postman.
"I live in my little house all alone. There are no windows or doors, and if I want to go out I have to break through the wall. What am I?",An unhatched chick.
What is it that can never be put in a saucepan?,The lid.
What smells bad when alive but smells good when dead?,Bacon!
"You throw away the outside, eat the inside, then throw away the inside. What is it?",Corn on the cob.
"It has existed for millions of years, but is never more than a month old. What is it?",The moon.
You can hold it without using your hands or your arms. What is it?,Your breath.
"What begins with T, ends with T, and has T in it?",A teapot.
What can rise without ever sleeping?,Bread.
"You want Bob to have your phone number, but for some reason you can't ask him directly. You have to write Bob a note, and pass it to him through Lucy. Lucy can give you a note back with Bob's reply, but you don't want Lucy to know your phone number herself.What will you write on the note to Bob?","This has several options for a creative mind. Our solution? Ask Bob to call you at a certain time, that way you'll know it's him and you can save the phone number."
"You're on a ski lift, going from the bottom of the mountain to the top. How many chairs from the other side will you pass by? A few choices:1. Half of them2. 2/3 of them3. All of them (but yours)4. 3/4 of them(The 'Google Riddles' are interview questions those who wish to get hired were asked).","The answer is C - all of them but yours.The chairs are in a giant loop, with several stopping places on the way to the top, and you will see all the chairs probably more than once before you get up there."
If you pile up coins one on top of another until they get as high as the Empire State Building - would you be able to fit them all into one average sized room?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,"Yes, you could.How do we know this? If the Empire State Building is about 100 levels tall, and each level is about an average room in height, that means we can divide the giant pile into 100 piles of one level each. Would 100 piles of coins fit in a room? Of course it will, with lots of room for more."
"You're a pirate captain and your crew is about to divvy up the gold you've plundered. They are waiting for your wisdom on the subject. However, if less than half the pirate crew agree with your division of the gold, they will make you ""walk the plank"".How would you divvy up the gold in a way that will keep you alive and with your pockets full of gold?(The 'Google Riddles' are interview questions those who wish to get hired were asked).",Share the gold with only 51% of the pirates. The other 49% will want to kill you but who cares - they're the minority!  This way you'll get the max amount of gold with the majority of pirates voting to keep you alive.
"You're sitting in a car. The car has helium balloons tied to its floor. The windows in the car are closed and locked and the Air conditioner isn't working. What will happen to the balloons when you press on the gas? Will they move forward, stay in place, move backwards...?","The answer is they will move forwards. Because helium is lighter than air, it will go where air isn't. When the car is pushed forward the air moves backwards, so the helium balloons will move to where the air is not - forward."
"You have a 4 minute sand clock and a 7 minute sand clock, you need to measure 9 minutes while using both of them. What's your first move?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","Turn them over together. Then, the 4 minute one is done you immediately flip it over. The rest of the time until 7 runs out is exactly 3 minutes."
"You put a glass of water on a record turntable and begin slowly increasing the speed. What happens first -- does the glass slide off, tip over, or does the water splash out?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","Depends on the amount of water in it.A glass with almost no water will not spill, while a glass almost full will spill and also fall off probably due to the weight of the water going off. In other words - there is no way to tell without knowing the amount of water in the glass."
What is the angle between the big hand and the small hand when the time is 3:15?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,0 degrees.
"We have two soap of equal weights and a 3/4 pound weight.However, after using 1/4 of soap we place all three objects on balance as On one side of balance we place one soap (unused) and on another side, we placed used soap (i.e 3/4th of soap) and 3/4 pound weight.What is the soap weight?","3 pounds.if 3/4 of a pound weigh the same as a 1 quarter of the soap, then a simple formula is soap weight = 4 X 3/4 = 3 Pounds."
"Can you complete the pyramid by replacing X, Y and ""?"" with the correct number?","The pyramid goes as follows:Row 1: 100| Row 2: 65,35| Row 3: 34,31,4 | Row 4: 10,24,7,-3"
What looks like Chimpanzee but is not a Chimpanzee?,A photo of a chimpanzee!
Which circus performers can see in the dark?,The Acro-Bats!
"Casey buys a bracelet. She pays for the bracelet and pays $0.72 in sales tax. The sales tax rate is 6%.What is the original price of the bracelet, before tax?",The bracelet originally cost $12
"One snowy night, Detective Anderson was in his house reading a book. All of a sudden a stone came crashing through his window, breaking it. Anderson got up and looked out the window just in time to see three neighborhood brats who were brothers run around a corner. Their names were Alan Jones, Mark Jones and Peter Jones.Not knowing of Anderson's reputation as a genius detective, the two innocent brats teased him by sent a note with clue on Anderson's front door.The note reads ""? Jones. He broke your window.""Which one of the three Jones brothers should Anderson question about the incident?",He should question Mark Jones.The ? is literally the words 'question mark' and then Jones is the last name.
"A woman killed her own sister. During the interrogation, she told a story that she just attended her own mother's funeral few days before the crime took place. While at the funeral, she said that she met this guy whom she did not know. She thought this guy was amazing, so much her dream guy she believed him to be just that! She fell in love with him right there, but never asked for his number and could not find him. A few days later, she killed her sister.Although this woman has confessed to the crime, police are still intriguing by the story, especially because she won't tell them her motive. Hearing this tragic story, with his psychological education background, Detective Anderson easily guessed the woman's motive.Why the woman killed her own sister?",She's a psychopath and killed her sister so she could meet the man again at the funeral.
"Old Mr. Smith was found dead in his study by young Jack. Jack recounted his dismal discovery to Detective Anderson, who happened to be around the scene.""I was walking by Mr. Smith's house when I thought I would just pop in for a visit. I noticed his study light was on and I decided to peek in from the outside to see if he was in there. There was frost on the window, so I had to wipe it away to see inside. That is when I saw his body. So I kicked in the front door to confirm my suspicions of foul play. I called the police immediately afterward."" With a clue from Detective Anderson, the police officers immediately arrested Jack for the murder of Mr. Smith. How could the detective tell Jack was lying?","Frost forms on the inside of the window, not the outside... So Jack was lying when he said he wiped it off to see inside."
"I am first on earth, the second in heaven.I appear twice a week, though you only see me once in a year.What am I?",The letter E.
"This was Gollum's final riddle from The Hobbit:""This thing all things devours;Bird, beasts, trees, flowers;Gnaws iron, bites steel;Grinds hard stones to meal;Slay king, ruins town,and beats a mountain down.""",Time.
There is a house you go in blind and come out seeing. What is it?,A school!This riddle is 4000 years old btw!
"A hobo picks up cigarette butts from the ground and can make a cigarette with 4 butts. If he finds 16 cigarette butts, how many cigarettes can he make?",He can make 5 cigarettes. He makes four from the 16 butts and then another one from the 4 butts left from his smoking.
"There are a number of books on a shelf. If one book is the 4th from the left and 6th from the right, how many books are on the shelf?",There are 9 books on the shelf.
"An ant gets onto one end of a tight rope that is 1 meter long. The ant is traveling at 1 centimeter per second, but the entire rope is being stretched an extra 1 meter (1,000 centimeters) a second (it can be stretched forever).Will the ant ever reach the other end of the rope?","She will reach the end of the rope eventually. Once she gets onto the rope, the rope behind her also stretches, so this must also be accounted for."
There are two planes. One is going from Los Angeles to Japan at a speed of 600 MPH. The other is traveling from Japan to Los Angeles at a speed of 500 MPH.When the planes meet which one will be closer to Japan?,Trick question  - They will be the same distance away when they meet.
What's the angle between minute hand and hour hand at a quarter past three?,7.5 degrees.The minute hand is pointing directly at the '3'. The hour hand is 1/4 of the way between the '3' and '4'. Since there are 12 numbers the angle between each number is 30 degrees. So the angle between the hands are 30 degrees * 1/4 = 7.5 degrees.
"If you randomly choose one of the following answers to this question, what is your chance of getting it right?A) 50%B) 25%C) 0%D) 25%",0%. No matter which answer you choose you are incorrect. All of the answers create a logic loop.
"If 1/2 of 5 is 3, then what is 1/3 of 10?",4.
There is a 5 gallon and a 3 gallon bottle. You also have a hose with unlimited water. How are you gonna make the 5 gallon have 4 gallons using your items? (You don't know the exact dimensions of a gallon),You fill the five gallon up and pour it into the 3 gallon. The dump the 3 gallon out and pour what was left in the 5 gallon into the 3 gallon so that you have 2 gallons in the 3 gallon. Then fill the 5 gallon up and pour it into the 3 gallon to fill it up. Now you have 4 gallons in the 5 gallons.
What number do you get when you multiply all of the numbers on a telephone's number pad?,Zero. At some you'll have to multiply by 0 and then everything after that will be 0.
What moves across the land but never has to steer?It has delivered our goods year after year.What is it?,Train
I twist and turn and leave a loop you are happy to use.What am I?,A shoelace.
"A doctor and a bus driver are in love with the same woman, Sarah. The bus driver had to go on a long trip that would take a week. Before he left, he gave Sarah 7 apples. Why did he do that?",An apple a day keeps the doctor away!
We are four brothers who always stand the same distance from each other. We run and we run but never reach each other. What are we?,Wheels.
"I never was, am always to be,No one ever saw me, nor ever will,And yet I am the confidence of all,To live and breathe on this terrestrial ball.What am I?",Tomorrow.
"If eleven plus two equals one, what does nine plus five equal?",11 o'clock plus 2 hours = 1 o'clock9 o'clock plus 5 hours = 2 o'clock
"Given two 2s, ""plus"" can be changed to ""times"" without changing the results: 2 + 2= 2 x 2.The solution with three numbers is easy too: 1 + 2 + 3= 1 x 2 x 3.Now find the answer for 4 numbers and for 5 numbers.",For 4 numbers:1 + 1 + 2 + 4= 1 x 1 x 2 x 4.For 5 numbers:1 + 1 + 1 + 2 + 5= 1 x 1 x 1 x 2 x 4 1 + 1 + 1 + 3 + 3= 1 x 1 x 1 x 2 x 41 + 1 +2 + 2 + 2= 1 x 1 x 2 x 2 x 2
"David was known as being lazy. He agreed to work on a job for his brother-in-law for thirty hours at eight dollars an hour, on the condition that he would forfeit ten dollars per hour for every hour that he idled. At the end of the thirty hours David wasn't owed any money and didn't owe his brother-in-law any money either. How many hours did Larry work and how many hours did he idle?","Lazy David worked 16-2/3 hours and idled 13-1/3 hours. 16 and 2/3 hours, at $8.00 an hour amounts to the same amount as 13 and 1/3 hours at $10.00 per hour."
You live in a one storey house made entirely of redwood. What color would the stairs be?,What stairs? You live in a one storey house.
Lifeless eyes on my smiling face and watch your child's sleeping place. In their dreams they hold me tight. What am I?,A teddy bear.
My neighbor makes mistakes. I get rid of them. what am I?,An eraser.
"I am green skinned, ugly and come out at night with an old broom. Who am I?",A witch.
I'm the son of water but when I return to water I die. What am I?,Ice
"I use electricity and I killed my father. I am a king. I have a lot of girlfriends, but I also have a wife. Who am I?",Zeus
"I do not speak, but there is no word I cannot make. What am I?",The alphabet.
How far can a dog run into the woods?,"Only halfway, after that, he's running OUT of the woods."
"I am good at concealing what's real and hide what's true.Sometimes, I bring out the courage in you!What am I?",Makeup.
I always have to work with something in my eye. What am I?,A Needle.
What is something you can hold without ever touching?,Your breath.
When does Christmas come before Thanksgiving?,In the dictionary.
"The more you take away from me, the bigger I get.What am I?",A hole.
"I have no life, but I can feed others before I die.",A battery.
What has a bottom at the top?,Your legs.
What do you call a rabbit with fleas?,Bugs Bunny.
How do you go from 98 to 720 using just one letter?,"Add an ""x"" between 90 and 8 -  Ninety x Eight = 720"
"I pass before the sun and move things about, yet make no shadow. What am I?",Wind.
"Take two numbers, such that the square of the first, plus the square of the second, shall equal 8; while the first, plus the product of the first and second, shall equal 6.  What are the two numbers?",2 and 2.
"2, 3, 5, 9, 17, _ What is the next number in the sequence?",33 - The pattern is that each number is double the previous minus 1.
"With pointed fangs I sit and wait; with piercing force I crunch out fate; grabbing victims, proclaiming might; physically joining with a single bite. What am I?",A stapler.
A nonstop train leaves Moscow for Leningrad at 60 mph. Another nonstop train leaves Leningrad for Moscow at 40 mph. How far apart are the trains 1 hour before they pass each other?,100 miles (60+40)
"There is a creature which could double its size every day. So, if the creature is put in a tank then it will fill the tank in 10 days.How many days would it take for the creature to fill a half and how many days to fill a quarter of the tank?",9 days to fill half and 8 days to fill a quarter - Since the creature always doubles in size.
"What word in the English language does the following: The first two letters signify a male, the first three letters signify a female, the first four letters signify a great man, while the entire word signifies a great woman. What is the word?",Heroine.He-Her-Hero-Heroine
What word of five letters has one left when two are removed?,Stone
"What is 3/7 chicken, 2/3 cat and 2/4 goat?",Chicago
"What 4-letter word can be written forward, backward or upside down, and can still be read from left to right?",Noon.
"A word I know, six letters it contains, remove one letter and 12 remains. What is it?",Dozens.
What five-letter word becomes shorter when you add two letters to it?,Short
"A girl has as many brothers as sisters, but each brother has only half as many brothers as sisters. How many brothers and sisters are there in the family?",Four sisters and three brothers
It stalks the countryside with ears that can't hear. What is it?,Corn
"What is cut on a table, but is never eaten?",A deck of cards
"What has one eye, but can't see?",A needle.
"You see a boat filled with people, yet there isn't a single person on board. How is that possible?",The boat has only MARRIED people on it!
A man who was outside in the rain without an umbrella or hat didn't get a single hair on his head wet. Why?,He was bald.
What can you break without ever touching it?,Possible answers:1. Trust.2. A promise
"When I get multiplied by any number, the sum of the figures in the product is always me. What am I?",Nine.
"Janie's friends were chipping in to buy her a wedding shower present. At first, 10 friends chipped in, but 2 of them dropped out. Each of the 8 had to chip in another dollar to bring the amount back up. How much money did they plan to collect?",$40 (10 at $4 or 8 at $5)
What question can you never answer yes to?,Are you asleep?
What month of the year has 28 days?,All of them
"Mickey and Donald decided to take a break from shooting cartoons and played several golf matches against each other in a week. They played for a pizza at each match, but no pizzas were purchased until the end of the week.If at any time Mickey and Donald had the same number of wins, those pizzas were canceled. Mickey won four matches (but no pizzas), and Donald won three pizzas. How many rounds of golf were played?",11 rounds. Donald won 7 matches - Four to cancel out Mickey's and three more to win the pizzas.
Three matches are sitting on a table. Without adding another make for three matches four. You are not allowed to break any of the matches.,Shape the 3 matches into a roman numeral four:IV.
I am a 7 letter word. I become longer when my third letter is removed. What am I?,Lounger.
Why is it easier to count cows than sheep?,You can use a cow-culator.
Can you write down eight eights so that they add up to one thousand?,888 + 88 + 8 + 8 + 8 = 1000
How many times can you subtract the number 5 from 25?,Once. After that it's not 25 anymore.
How many sides does a circle have?,Two - inside and outside.
"If two is a company and three is a crowd, what is 4 and 5?",9.
What has 4 eyes but cannot see?,Mississippi
"I can sizzle like bacon, I am made with an egg, I have plenty of backbone, but lack a good leg.I peel layers like onions, but still remain whole, I can be long like a flagpole, yet fit in a hole.What am I?",A snake.
What looks bigger without a head than with one?,A pillow.
"A man leaves home and turns three times, only to return home facing two people wearing masks. Who are they?",A catcher and umpire.
How do you make the word 'one' disappear?,Add a G - Gone.
"I'm attractive, shaped like a shoe, bi-polar and may just repel you.What am I?",A magnet.
What kind of coat can only be used when wet?,A coat of paint.
I am the shortest complete sentence in the English language.,Go.
"I drift forever with the current down these long canals they've made. Tame, yet wild, I run elusive, multitasking to your aid. Before I came the world was a darker place. Colder, sometimes, rougher true. But though I might make living easy, I'm good at killing too.What am I?",Electricity.
"At the sound of me, men may dream or stamp their feet. At the sound of me, women may laugh or sometimes weep.What am I?",Music.
What can run but can't walk?,A drop of water.
What has hands but can't clap?,A clock.
"Halo of water, tongue of wood, skin of stone, long I've stood.What am I?",A castle.
"I see you, you see me; I raise my right hand,  you raise your left. What Am I?",A castle.
"When you have more of me, you see a lot less.What am I?",Darkness.
I have lot of memories to show people. But I own none.What am I?,A photo album.
"I go through cities, towns and villages, but I never come inside.What am I?",A street.
Everyone needs it. Everyone gives it. But few ever take it. What is it?,Advice.
"I can only live where there is light, but I die if the light shines on me. What am I?",A shadow.
I have keys but no locks. I have space but no room. You can enter but can't go outside. What am I?,A keyboard.
"I am always there, some distance away, somewhere between land or sea and sky I fly, you may move towards me, yet distant I shall stay.",Horizon
We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size.,Words
"What comes once in a minute, twice in a moment, but never in a thousand years?",The letter M.
"What do you throw out when you want to use it, but take in when you don't?",An anchor.
"I have a head but no body, a heart but no blood. Just leaves and no branches, I grow without wood. What am I?",Cabbage.
What kind of cheese is made backwards?,Edam
What do you break before you use it?,An egg.
"What falls, but never breaks. What breaks, but never falls?",Day and night.
I hover without wings. I cry without eyes.,A cloud.
What falls often but never gets hurt?,Rain.
"You'll always find me in the past. I can be created in the present, but the future can never taint me. What am I?",History.
"What sport starts with a T, has four letters, and is played around the world?",Golf.
What is heavy one way but not the other?,Ton.
What goes up but never comes down?,Our age.
What stays where it is when it goes off?,An alarm clock.
"When they're alive we sing, when they're dead we clap! What are they?",Birthday candles.
"What has cities but no house.Forests, but not trees.Water, but no fish?",A map.
"You may enter, but you may not come in. I have space, but no room. I have keys, but open no lock. What am I?",A computer.
What loses a head in the morning and gains it again at night?,A pillow.
"Everyone asks for me, but everyone hates to face me. For some I am agony. For others, I am relief.What Am I?",The truth.
It only increases and never decreases. What is it?,Our Age.
"A man is asked what his daughters look like.He says: ""They are all blondes except for two. They are all brunettes except for two. They are all redheads except for two.How many daughters did he have?","Three. One blonde, one redhead and one brunette."
"What two words, when combined, contain the most letters?",Post Office.
"Someone makes it, but has no need of it.Someone buys it, but has no use for it.Someone uses it, but can neither see nor feel it.What is it?",A coffin.
What would you be sure to find in the middle of Toronto?,The letter 'O'.(TorOnto)
Two people are walking towards each other on a beach. They are both completely identical. Who will be the first to greet the other?,"The more polite one, of course."
"You enter a dark room. In the room there is a gas stove, a kerosene lamp and a candle.You have a matchbox in your pocket, what will you light first?","A match, of course."
"You are the pilot on a plane flying from London to Berlin, with 2 transfers in Prague.What is the pilot's surname?",Your surname.
Is an old one-hundred dollar bill worth more than a new one?,"Yes, a 100 dollar bill will always be worth more than a one dollar one."
"I'm light as a feather, yet the strongest man can't hold me for more than a few minutes.What Am I?",Breath.
"Which creature walks on four legs in the morning, two legs in the afternoon, and three legs in the evening?","Man. He crawls on all fours as a baby, then walks on two feet as an adult, and then walks with a cane as an old man."
"A man who lives on the tenth floor takes the elevator down to the first floor every morning and goes to work. In the evening, when he comes back, on a rainy day, or if there are other people in the elevator, he goes to his floor directly. Otherwise, he goes to the seventh floor and walks up three flights of stairs to his apartment. Why?","The man is short of stature. He can't reach the upper elevator buttons, but he can push on it with his umbrella on a rainy day."
"If you have two twins, three triplets and four quadruplets, how many people do you have?","2 + 3 + 4 = 9 | Two twins are 2 people, three triplets are 3 people, and four quadruplets are 4 people."
"A man buys a used car. He finds a beautiful Buick for $9,500, but he buys it without paying a dime. How does he buy it?","If he is paying $9500, he won't need any dimes!"
How could a baby fall out of a twenty-store building onto the ground and live?,The baby fell out of a ground floor window.
"You are driving down the road in your car on a wild, stormy night, when you pass by a bus stop and you see three people waiting for the bus:       1. An old lady who looks as if she is about to die.       2. An old friend who once saved your life.       3. The perfect partner you have been dreaming about.Knowing that there can only be one passenger in the car, who would you choose?","The old lady of course! After you help the old lady into the car, you can pass the keys on to your friend, and wait with your perfect partner for the bus!"
"A woman shoots her husband, then holds him under water for five minutes.A little while later, they both go out for dinner and enjoy it very much.How can this be?",She took a photo.
You can't keep me until you have given me.What Am I?,Your word.
"I beam, shine and sparkle white,I brighten the day with a single light.I charm and enchant one and all,I can counter the darkest pall.What Am I?",A smile.
"I occur twice in eternity, and I'm always within sight.What Am I?",The letter 'T'.
Even the president takes his hat off for me. Who am I?,A barber.
This city is the easiest city in the world to get to.,"Rome, because all roads lead to it."
"Soldiers line up, spaced with pride, two long rows lined side by side.One sole unit can decide,if the rows will unite or divide.What is it?",A pants fly (zipper).
The sun bakes them. The hand breaks them. The foot treads them. The mouth tastes them. What are they?,Grapes.
What breaks on water but never on land?,A wave.
I'm a rare case where today comes before yesterday. What am I?,A dictionary.
"I'm greater than God, more evil than the devil, the poor have me, the rich need me, and if you eat me, you'll die.What Am I?",Nothing.
What kind of tree can you carry in your hand?,A palm tree.
What kind of room has no doors or windows?,A mush-ROOM.
"Paul's height is six feet, he's an assistant at a butcher's shop, and wears size 9 shoes. What does he weigh?",Meat
A truck driver is going the opposite direction to the other traffic on a one-way street. A police officer sees him but doesn't stop him. Why doesn't the police officer stop him?,He was walking.
"Jack had only $2, but he needed $3 for his cab fare home. He went to a pawn shop and pawned his $2 for $1.50. Jack then bumped into Don and told him that he would sell him his $2 pawn ticket for $1.50. Dan agreed. Since Jack started out with $2, and he ended up with $3, who is out the extra dollar and why?","Dan is out 1 dollar, because he'll have to pay the pawnshop owner another $1.50 before getting the $2."
"If seven people meet each other and each shakes hands only once with each of the others, how many handshakes will there have been?",21.Because 6+5+4+3+2+1=21
"It belongs to me, but other people use it more than me. What is it?",Your name
"I lose my head in the morning, but get it back at night. What am I?",A pillow
"I go up, I go down, but I never move. What am I?",Stairs
"Feed me and I live, yet give me a drink and I die, What am I?",A match
"I have rivers, but no water. I never move, but I'm always in the way. What am I?",A map
What is more rewarding when it is hard and long?,An education.
What do you call an unsinkable virgin?,A cherry float.
"I am long, you move me around with your lips and tongue, I get wet with saliva and I get sucked. What am I?",A straw.
"If I miss, I hit your bush. It's my job to stuff your box. When I come, it's news. What am I?",A newspaper delivery person.
I work with briefs and I'm amazing when using my mouth. What am I?,A lawyer.
Why is a happy sex life like a good steak?,Because it's rare!
Set me to vibrate when you want some alone time. What am I?,A cell phone.
"I once let over 1000 different people inside me, until I was ripped open by something long and hard. What am I?",The Titanic.
I absolutely love holding your buns all day. What am I?,A hair tie.
I drip when you take me in the mouth. What am I?,Ice-cream.
What gets wetter when things get steamy?,Steamboats.
"Every man has me. I'm a word that begins with the letter ""P"" and for me to grow, I need stimulation. What am I?",The pupils of his eye.
"You use your hand to whack me off, the bigger I am, the louder I make people scream. What am I?",A spider.
"I am a five letters word starting with ""P"". Women really love to get their hands on me. What am I?",Purse.
"I am dirty, I love being filled with wood, but someone only goes down on me once a year. What am I?",A fireplace.
"Some people prefer being on top, others prefer being on the bottom, and it always involves a bed. What is it?",A bunk bed.
What does a man have in his trousers that a lady doesn't want on her face?,Wrinkles.
What do men keep in their pants that their partners sometimes blow?,Money.
I have a stiff shaft. My tip penetrates. I come with a quiver. What am I?,An arrow.
What is super hard and goes into a tiny hole?,A key.
You have to blow it to play with it. What is it?,A balloon.
What's long and hard and has the word 'cum' in it?,A cucumber.
"What is six inches long, sweet on the lips, and goes down better with butter?",Corn on the cob.
What do you insert in a small hole and twist all the way around?,A Q-tip.
You can't taste it unless you undress it. What is it?,A banana.
You play with it at night and it vibrates. What is it?,A cell phone.
"What's at least six inches long, goes in your mouth, and is more fun when it vibrates?",An electric toothbrush.
What does a woman have two of that a cow has four of?,Legs.
"What's white, sticky, and better to spit than to swallow?",Toothpaste.
"What's made of rubber, handed out at some schools, and exists to prevent mistakes?",Erasers.
I'm great for protection. You use your fingers to get me off. What am I?,Gloves.
"What gets longer if pulled, fits snugly between breasts, slides neatly into a hole, chokes people when used incorrectly, and works well when jerked?",A seatbelt.
"I assist with erections. Sometimes, giant balls hang from me. I'm known as a big swinger. What am I?",A crane.
"When I go in, I can cause some pain. I'll fill your holes when you ask me to. I also ask that you spit and not swallow. What am I?",Your dentist.
"I start with a ""p"" and end with ""o-r-n."" I'm a major player in the film industry. What am I?",Popcorn.
I'm spread out before being eaten. Your tongue gets me off. Sometimes people lick my nuts. What am I?,Peanut butter.
All day long it's in and out. I discharge loads from my shaft. Both men and women go down on me. What am I?,An elevator.
"What four-letter word begins with ""f"" and ends with ""k,"" and if you can't get it you can always just use your hands?",A fork.
"I come in a lot of different sizes. Sometimes, I drip a little. If you blow me, it feels really good. What am I?",Your nose.
"What's a four-letter word that ends in ""k"" and means the same as intercourse?",Talk.
Bright pearls were scattered on a black cloth.What are they?,The sky and the stars.
"We're very large though we seem small,We float on high and never fall,We shine like jewels in the night,But in the day concealed from sight.What are we?",Stars.
I saw a restless shepherd travelingBack and forth on his path.He garbs himself in that which goesIn the same and in an opposite direction.He goes hither and thither among creatures.What is it?,The sun.
"Hick-a-more, Hack-a-more, On the kitchen floor;All the horses, all the men,Couldn't driveHick-a-more, Hack-a-more,Off the kitchen floor.",Sunshine.
What falls on the water but never gets wet?,A shadow.
"White sheep on a blue hill.When the winds stop, they stand still.They walk far away when the winds blow.What are they?",The clouds.
What man cannot live inside the house?,A snowman.
"An old woman sweeps behind the house, but the dust turns up at your doorstep.What is it?",A blizzard.
"Riddle me, riddle me, rin-е-go, mother gave me some seeds to sow. The seeds were black, the ground was white. If you riddle me that, you'll escape my bite.What are they?",Pen and paper.
"It is energy and motion, it can fly across the ocean.It can listen and even speak, it can see and even seek.It eats neither fruit nor gruel, it eats energy and fuel.Better say: It doesn't eat; It is transformed into heat.What is it?",Electricity.
"The shape of my form will waver and bendBy the things I'm destroying and those I will rend.My color changes from bright red to blue,The power I'm using will dictate my hue.What am I?",A flame.
"A house full, a hole full, but you can never gather a bowl full.What is it?",Smoke or fog.
"I'm so weak that a little wind can move me.I'm so strong that when you cut me with a knife, it leaves no track.What is it?",Water.
"What is it that anyone can divide, but no one can see where it is divided?",Water.
"As I was going o'er London Bridge, I heard something crack. Not a man in all England can mend that!What is it?",Ice.
"My step is slow, and I breathe snow.To the ground, I bring death.My marching brings an end to me,I'm slain by the sun or engulfed by the sea.What am I?",A glacier.
"I am all that you see, yet I'm nothing at all, and from you, I will flee.Formed of deception, I will twist your perception.Wherever I'm rising, I warp the horizon.What am I?",A mirage.
"I bloom in yellow-golden,With fluffy little chicks.From the cold, I turn barren.What am I?",Mimosa.
"Colorful flowersBloomed in the garden,Beautiful colorsBut autumn is coming.What flowers are they?",Astra.
"A house with two residents - sometimes one, seldom three.Crack the walls, eat the dwellers, then throw it away.What is it?",A pod with peanuts.
"I am a plant you use in food, and my name consists of 5 letters.Remove the first letter of my name, and you'll get a form of energy.Get rid of two, and you'll get something necessary for life.Scramble together the last 3 letters, and you can drink it.What am I?",Wheat.
"I am a small seed, and there are three letters in my name.Take away two letters, and I still sound the same.What am I?",A pea.
"The moon is my mother, The sea is my dad.I have a million brothers.When I reach land, I'm dead.What am I?",A wave.
"There's a bridge in a hollowAnd a hundred cross itNo mason, no blacksmith, nor carpenter built it.What is it?",A frozen river.
"You will find me in the mountains, and you'll find me in a creek.I have no mouth, but I speak every tongue.I have no ears, yet I answer every cry, and I always have the final word.What am I?",An echo.
We are the pearls of night stolen in the light of day.What are we?,Dewdrops.
"I can run but never walk,Have a mouth but never talk,Have a head but never weep,Have a bed but never sleep.What am I?",A river.
"A thousand colored folds stretch toward the sky,Atop a tender strand,Rising from the land,'Til killed by maiden's hand.Perhaps, as a token of love.Perhaps, to say goodbye.What is it?",A flower.
"My love, when I gaze on thy beautiful face,Careering along, yet always in place -The thought has often come into my mindIf I ever shall see thy glorious behind.",The moon.
