questions,answers
"I belong in the month of December, but not in any other month. I am not a holiday either. What am I?",The letter D
"No matter how little or how much you use me every day, you change me every month. What am I?",A Calendar
"I protect, I stand tall. The reason for my existence is to strike fear in all. What am I?",A scarecrow
"You can hear me and control me, but never see me or touch me. What am I?",Your voice.
"You can catch me easily, especially around Christmas, but you can never throw me. What am I?",A cold
"Those who make me are likely to break me, what am I?",A promise
"I have six faces but do not wear makeup, and twenty-one eyes, but cannot see. What am I?",Dice.
"I am tall when I'm young and short when I'm old. I can brighten your day, unless it's windy. What am I?",A candle.
"I love sugars and treats, I am a little critter and I sound a lot like your Mom and Dad's sister. What am I?",An ant.
"I have a home and a big space, I have keys but I have no locks, I have lots of letters but I have no mailbox. What am I?",A keyboard!
"I flop around on sticks and sometimes you cheer me as I do, I desperately need a white powder to do what needs to be done, and looking at me you might wonder why I look like I am about to go swimming. What am I?",A gymnast
"What has six faces, but does not wear makeup, has twenty-one eyes, but cannot see?",A Die (dice)
What looks like Chimpanzee but is not a Chimpanzee?,A photo of a chimpanzee!
"I am first on earth, the second in heaven.I appear twice a week, though you only see me once in a year.What am I?",The letter E.
"A favorite by Teddy Roosevelt:""I talk, but I do not speak my mindI hear words, but I do not listen to thoughtsWhen I wake, all see meWhen I sleep, all hear meMany heads are on my shouldersMany hands are at my feetThe strongest steel cannot break my visageBut the softest whisper can destroy meThe quietest whimper can be heard.""",An actor.
"This riddle is from the 5th Harry Potter movie and book, so if you've read or seen them, please skip to the next riddle!""First think of the personwho lives in disguise,who deal in secrets and tells naught but lies.Next, tell me what's alwaysthe last thing to mend,the middle of middle andend of end? And finally,give me the sound often heardDuring the search for a hard-to-find word.Now string them together, and answer me this,Which creature would you be unwilling to kiss?""",A Spider.
"This was Gollum's final riddle from The Hobbit:""This thing all things devours;Bird, beasts, trees, flowers;Gnaws iron, bites steel;Grinds hard stones to meal;Slay king, ruins town,and beats a mountain down.""",Time.
What moves across the land but never has to steer?It has delivered our goods year after year.What is it?,Train
We are four brothers who always stand the same distance from each other. We run and we run but never reach each other. What are we?,Wheels.
"I never was, am always to be,No one ever saw me, nor ever will,And yet I am the confidence of all,To live and breathe on this terrestrial ball.What am I?",Tomorrow.
"It can't be seen, can't be felt, can't be heard and can't be smelt. It lies behind stars and under hills, and empty holes it fills. It comes first and follows after, ends life and kills laughter. What is it?",The Dark.
I am white and I am black. I am not fat because I need to be fast.  I confuse many people with my style. What am I?,A zebra.
Lifeless eyes on my smiling face and watch your child's sleeping place. In their dreams they hold me tight. What am I?,A teddy bear.
"Though I wander the earth, I am no longer here.I am pale and I chill everyone near.What am I?",A ghost.
My neighbor makes mistakes. I get rid of them. what am I?,An eraser.
"If you happen to wear one of these warm garments around, you might get doused in red paint.",A fur coat.
I'm the son of water but when I return to water I die. What am I?,Ice
"I do not speak, but there is no word I cannot make. What am I?",The alphabet.
"I am a fruit. If you had two of me, I would sound just the same. If you rearrange my letters, it could be a crime. Add me to a montage and I can become a different fruit. Remove my head and you can still listen; take away the end and I can still be eaten. Without a piece of the center, I am still a word; take away allof the middle and I am just an acronym. What am I?",A pear.
I cause your vehicle to move without wanting to. What am I?,Tow truck
"I am good at concealing what's real and hide what's true.Sometimes, I bring out the courage in you!What am I?",Makeup.
I always have to work with something in my eye. What am I?,A Needle.
What is something you can hold without ever touching?,Your breath.
Turn me on my side and I am everything. Cut me in half and I am nothing. What am I?,The number 8.
"The more you take away from me, the bigger I get.What am I?",A hole.
"I have no life, but I can feed others before I die.",A battery.
What's black and white and read all over?,A newspaper.
What has a bottom at the top?,Your legs.
"I pass before the sun and move things about, yet make no shadow. What am I?",Wind.
"With pointed fangs I sit and wait; with piercing force I crunch out fate; grabbing victims, proclaiming might; physically joining with a single bite. What am I?",A stapler.
"I am always hungry and will die if not fed, but whatever I touch will soon turn red. What am I?",Fire.
"People make me, save me, change me, raise me. What am I?",Money.
"I turn once, what is out will not get in. I turn again, what is in will not get out. What am I?",A key.
"The more you take, the more you leave behind. What are they?",Footsteps.
It stalks the countryside with ears that can't hear. What is it?,Corn
"What has 13 hearts, but no other organs?",A deck of cards.
"What is cut on a table, but is never eaten?",A deck of cards
What can you break without ever touching it?,Possible answers:1. Trust.2. A promise
"I start with T, end with T, and have T in me. What am I?",A Tea pot
I am a 7 letter word. I become longer when my third letter is removed. What am I?,Lounger.
I am a part of your body. You can hold me in your left hand but not in your right hand. What am I?,Your right elbow.
"You've heard me before, yet you hear me again, then I die until you call me again.What am I?",An echo.
What 10 letter word starts with gas?,Automobile.
What connects two people but touches only one?,A wedding ring.
"They are dark and on the run, and without sun there will be none.What are they?",Shadows.
"If I have it, I don't share it. If I share it, I don't have it.What is it?",A secret.
What has 4 eyes but cannot see?,Mississippi
"I can sizzle like bacon, I am made with an egg, I have plenty of backbone, but lack a good leg.I peel layers like onions, but still remain whole, I can be long like a flagpole, yet fit in a hole.What am I?",A snake.
What looks bigger without a head than with one?,A pillow.
"I see without seeing, and noise is an ally.What am I?",A bat.
"I'm attractive, shaped like a shoe, bi-polar and may just repel you.What am I?",A magnet.
I'm tall when I'm young and short when I'm old.What am I?,A candle.
I am the shortest complete sentence in the English language.,Go.
"What's black when you get it, red when you use it and white when you're done with it?",Charcoal.
"My life can be measured in hours. I serve by being devoured. Thin, I am quick. Fat, I am slow. Wind is my foe.What am I?",A candle.
"I drift forever with the current down these long canals they've made. Tame, yet wild, I run elusive, multitasking to your aid. Before I came the world was a darker place. Colder, sometimes, rougher true. But though I might make living easy, I'm good at killing too.What am I?",Electricity.
"At the sound of me, men may dream or stamp their feet. At the sound of me, women may laugh or sometimes weep.What am I?",Music.
"If you drop me I'm sure to crack, but give me a smile and I'll always smile back.What am I?",A mirror.
What can run but can't walk?,A drop of water.
What has hands but can't clap?,A clock.
You answer me but I ask you nothing. What am I?,A phone.
"Halo of water, tongue of wood, skin of stone, long I've stood.What am I?",A castle.
"I see you, you see me; I raise my right hand,  you raise your left. What Am I?",A castle.
"When you have more of me, you see a lot less.What am I?",Darkness.
"I go through cities, towns and villages, but I never come inside.What am I?",A street.
Everyone needs it. Everyone gives it. But few ever take it. What is it?,Advice.
"I can only live where there is light, but I die if the light shines on me. What am I?",A shadow.
I have keys but no locks. I have space but no room. You can enter but can't go outside. What am I?,A keyboard.
"I am a mother and a father, but have never given birth. I'm rarely still, but I never wander. What am I?",A tree.
"I am always there, some distance away, somewhere between land or sea and sky I fly, you may move towards me, yet distant I shall stay.",Horizon
"What flies when it's born, lies when it's alive, and runs when it's dead?",A snow flake.
"Give me food, and I will live. Give me water, and I will die. What am I?",Fire.
We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size.,Words
"What comes once in a minute, twice in a moment, but never in a thousand years?",The letter M.
What do you break before you use it?,An egg.
What gets whiter the dirtier it gets?,A chalkboard.
I have 4 legs but I can't walk. What am I?,A table.
"I always follow my brother, though very different we are. You can see him but not me, you can hear me, but not him.",Thunder.
"People need me, but they always give me away. What am I?",Money.
I hover without wings. I cry without eyes.,A cloud.
"You'll always find me in the past. I can be created in the present, but the future can never taint me. What am I?",History.
What brings you down but never up?,Gravity.
What is heavy one way but not the other?,Ton.
What stays where it is when it goes off?,An alarm clock.
"When they're alive we sing, when they're dead we clap! What are they?",Birthday candles.
"What has cities but no house.Forests, but not trees.Water, but no fish?",A map.
"The shorter I am, the bigger I am.What am I?",A temper.
"You may enter, but you may not come in. I have space, but no room. I have keys, but open no lock. What am I?",A computer.
"What has a foot, but no leg?",A ruler.
"If you cut me, I won't cry - but YOU will.What am I?",An onion.
"What can you catch, but not throw?",A cold.
What loses a head in the morning and gains it again at night?,A pillow.
What tastes better than it smells?,A tongue.
"Everyone asks for me, but everyone hates to face me. For some I am agony. For others, I am relief.What Am I?",The truth.
It only increases and never decreases. What is it?,Our Age.
"What flies when it's born, lies when it's alive and runs when it's dead?",A snowflake.
I'm not alive but I have five fingers. What Am I?,A glove.
"Someone makes it, but has no need of it.Someone buys it, but has no use for it.Someone uses it, but can neither see nor feel it.What is it?",A coffin.
"I'm light as a feather, yet the strongest man can't hold me for more than a few minutes.What Am I?",Breath.
"It lives without a body, hears without ears, speaks without a mouth, to which the air alone gives birth. What is it?",An echo.
You can't keep me until you have given me.What Am I?,Your word.
"I beam, shine and sparkle white,I brighten the day with a single light.I charm and enchant one and all,I can counter the darkest pall.What Am I?",A smile.
"I occur twice in eternity, and I'm always within sight.What Am I?",The letter 'T'.
"I turn around once, what is out will not get in.I turn around again,what is in will not get out.What Am I?",A key.
"Soldiers line up, spaced with pride, two long rows lined side by side.One sole unit can decide,if the rows will unite or divide.What is it?",A pants fly (zipper).
The sun bakes them. The hand breaks them. The foot treads them. The mouth tastes them. What are they?,Grapes.
"I can be measured, but never seen. What am I?",Time.
What breaks on water but never on land?,A wave.
I'm a rare case where today comes before yesterday. What am I?,A dictionary.
"I can shave every day, but my beard will stay the same. What am I?",A barber.
"I'm greater than God, more evil than the devil, the poor have me, the rich need me, and if you eat me, you'll die.What Am I?",Nothing.
I can travel around the world while staying in a corner.What Am I?,A stamp.
