questions,answers
"Walking home one day, you take a short cut along the train tracks. The tracks cross a narrow bridge over a deep gorge. At the point you are 3/8 of the way across the bridge, you hear the train whistle somewhere behind you. You charge across the bridge, and jump off the track as the train is about to run you down. As it happens, if you had gone the other way, you would have reached safety just before being run over as well. If you can run ten miles per hour, how fast is the train moving?","The train is moving at 40 miles per hour.if there was a dog going towards the train while you go away from it as the whistle blows, he will reach his point when you are 3/4 (6/8) of the way on the bridge, the train will have just reached it. So for the train to cross the bridge at a rate four times yours it will have to be moving 4 times as fast."
"Joe has ten coins totaling $1.19. From these coins, he cannot make exact change for a dollar, half-dollar, quarter, dime, or nickel.What are the coins?","A half-dollar, a quarter, four dimes, and four pennies."
"What has six faces, But does not wear makeup. It also has twenty-one eyes, But cannot see?",A die (dice).
"Which of the following words don't belong in the group and why? CORSET, COSTER, SECTOR, ESCORT, COURTS",Courts.All the rest are anagrams of each other.
"A prisoner is told: ""If you tell a lie, we will hang you and if you tellthe truth, we will shoot you.""What did the prisoner say to save himself?","""You will hang me.""Since they cannot hang him - that will make him true and they can only hang him for a lie, and they cannot shoot him - they would mean he told the truth but if they shoot him it's a lie - he is free to go."
"I am a fruit. If you had two of me, I would sound just the same. If you rearrange my letters, it could be a crime. Add me to a montage and I can become a different fruit. Remove my head and you can still listen; take away the end and I can still be eaten. Without a piece of the center, I am still a word; take away allof the middle and I am just an acronym. What am I?",A pear.
"I am a word that begins with the letter ""i."" If you add the letter ""a"" to me, I become a new word with a different meaning, but that sounds exactly the same. What word am I?",IsleAdd an A to get Aisle.
What word is pronounced the same if you take away four of its five letters?,Queue
"The day before yesterday I was 21, and next year I will be 24. When is my birthday?",December 31; today is January 1.
"A hundred stones are placed, in a straight line, a yard distant from each other. How many yards must a person walk, who undertakes to pick them up, and place them in a basket stationed one yard from the first stone?","10,100 yards.To collect the stones, the person must walk 1 yard to pick up the first stone, and then they had to double the distance each time - 2 yards, 4 yards, 8 yards etc.To find the answer we multiply 202 by 50 = 10,100 yards."
81 x 9 = 801. What must you do to make the this equation true?,Turn it upside down.108 = 18 x 6
One is to three as three is to five and five is to four and four is the magic number.What is the pattern here?,"Four.The word One has 3 letters, in the word three there are 5 letters, in the word five there are four letters and four has four letters in it as well. Whatever number you'll go back to four, and that's why it's the magic number."
What 10 letter word starts with gas?,Automobile.
What connects two people but touches only one?,A wedding ring.
"What's black when you get it, red when you use it and white when you're done with it?",Charcoal.
"My life can be measured in hours. I serve by being devoured. Thin, I am quick. Fat, I am slow. Wind is my foe.What am I?",A candle.
"I am a mother and a father, but have never given birth. I'm rarely still, but I never wander. What am I?",A tree.
"What flies when it's born, lies when it's alive and runs when it's dead?",A snowflake.
"It lives without a body, hears without ears, speaks without a mouth, to which the air alone gives birth. What is it?",An echo.
There was a green house. Inside the green house there was a white house. Inside the white house there was a red house. Inside the red house there were lots of babies. What is it?,A watermelon.
