riddle,choice0,choice1,choice2,choice3,(index of correct choice)
What is a kangaroo's favorite year?,holiday,Christmas,Leap year,the ice storm,2
What reflects like a mirror but can never be seen?,echo,sandwich,concur,resonate,0
What reflects like a mirror but can never be seen?,sandwich,echo,pretzel,resonate,1
People make jokes about me running. I store items for you so they don't go bad. I light up when you open the door. What am i?,pantry,fridge,microwave,freezer,1
People make jokes about me running. I store items for you so they don't go bad. I light up when you open the door. What am i?,pantry,freezer,fridge,refrigerator,2
"I am an object. Use fractions to figure this out. If you take away the whole of me, i get bigger.What am I?",banana,donut,watermelon,sandwich,1
"I am an object. Use fractions to figure this out. If you take away the whole of me, i get bigger.What am I?",sandwich,watermelon,pretzel,donut,3
What has 4 legs but cant walk?,seat,chair,dandruff,desk,1
What has 4 legs but cant walk?,wig,dandruff,seat,chair,3
I am a 5 letter word if you take away the first letter i am the same. if you take away the middle letter i am the same. if you take away the last letter i am the same. If you take away all three letters at the same time i am the same thing !!!!!!! what word is it ?????????????????????????,crowded,flammable,empty,lightning,2
I am a 5 letter word if you take away the first letter i am the same. if you take away the middle letter i am the same. if you take away the last letter i am the same. If you take away all three letters at the same time i am the same thing !!!!!!! what word is it ?????????????????????????,right,crowded,flammable,empty,3
"With me you are blind, To others and what they are, Over me you cannot see, Even though I'm in your head, I am full of myself, I think I'm better than you, I'm a horrible thing to be, Can you tell me, What am I?",stupidity,apathy,ignorance,hypocrisy,2
"With me you are blind, To others and what they are, Over me you cannot see, Even though I'm in your head, I am full of myself, I think I'm better than you, I'm a horrible thing to be, Can you tell me, What am I?",greed,apathy,stupidity,ignorance,3
"I'm what one does to their victim if they cheat.I result from something cooked you overheat.I'm in your legs when running hard down the street.Do me plus ""out"", your energy will deplete.Thanks to me, your digital copy's complete. What am I?",bring,flammable,burn,kill,2
"I'm what one does to their victim if they cheat.I result from something cooked you overheat.I'm in your legs when running hard down the street.Do me plus ""out"", your energy will deplete.Thanks to me, your digital copy's complete. What am I?",kill,burn,flammable,lightning,1
"I'm far away from you, but I still shine bright. I sleep at day, I wake up by night. I stay by the moon, but never get close to it. What am I?",wars,transformers,sky,star,3
"I'm far away from you, but I still shine bright. I sleep at day, I wake up by night. I stay by the moon, but never get close to it. What am I?",sky,moon,wars,star,3
"The Seekers of Knowledge were in a bit of a jam. They encountered a very powerful and magical item, the Orb of All Knowing. Sid did his research well, or so it seemed. What he did not know from all the information he had gathered on the Orb, is that one must answer a riddle before it will answer your question. This bit of information was not in the books.  There they stood, the 5 of them, facing the Orb. The Orb was greenish and a perfect sphere, the size of 2 fists put together. It had a yellowish glow around it, which seemed to pulsate, like a heartbeat. Sid approached the Orb, and began to speak, but the Orb began speaking first. The Orb said, ""Before I answer your question, you must first answer mine."" A silence filled the room as the group looked at one another in shock. The Orb began to speak once more, ""From soil, I am made. With me, kids will play. I do not speak of sand, for that is not my plan. Add some water, and the mothers will complain."". How did Sid answer the Orb's riddle?",pebbles,sand,mud,dirt,2
"The Seekers of Knowledge were in a bit of a jam. They encountered a very powerful and magical item, the Orb of All Knowing. Sid did his research well, or so it seemed. What he did not know from all the information he had gathered on the Orb, is that one must answer a riddle before it will answer your question. This bit of information was not in the books.  There they stood, the 5 of them, facing the Orb. The Orb was greenish and a perfect sphere, the size of 2 fists put together. It had a yellowish glow around it, which seemed to pulsate, like a heartbeat. Sid approached the Orb, and began to speak, but the Orb began speaking first. The Orb said, ""Before I answer your question, you must first answer mine."" A silence filled the room as the group looked at one another in shock. The Orb began to speak once more, ""From soil, I am made. With me, kids will play. I do not speak of sand, for that is not my plan. Add some water, and the mothers will complain."". How did Sid answer the Orb's riddle?",sand,concrete,pebbles,mud,3
"Figure out the word concealed in the following poem. (First, second, etc., refer to letters of a word.) By selecting the right letter you will come up with an appropriate word. My first is in silly but not in fool.My second in pupil but not in school.My third in read and also write.My fourth in glimpse and also light.My fifth in ten but not in three.My last in glad and also glee.My whole a season of the year.That's clue enough to solve it here.",earthquake,autumn,winter,spring,3
"Figure out the word concealed in the following poem. (First, second, etc., refer to letters of a word.) By selecting the right letter you will come up with an appropriate word. My first is in silly but not in fool.My second in pupil but not in school.My third in read and also write.My fourth in glimpse and also light.My fifth in ten but not in three.My last in glad and also glee.My whole a season of the year.That's clue enough to solve it here.",earthquake,spring,autumn,tornado,1
"He has married many women, but has never been married. Who is he?",Jesus,priest,preacher,church,2
"He has married many women, but has never been married. Who is he?",church,preacher,Jesus,pastor,1
"What can one not keep, two hold, and three destroy?",eg,surprise,secret,secrecy,2
"What can one not keep, two hold, and three destroy?",eg,secrecy,secret,truth,2
A secondary light source.Captive of gravity's force.I won't let you see.The back side of me.My stages revealed in due course. What am I?,sun,asteroid,moon,orbit,2
A secondary light source.Captive of gravity's force.I won't let you see.The back side of me.My stages revealed in due course. What am I?,sun,moon,jupiter,asteroid,1
"I may look small, but I am not. I may look close, but I am far. There can be many of me; there can be few. You can sometimes see me, but you can't.usually in the light. What am I?",transformers,moon,wars,star,3
"I may look small, but I am not. I may look close, but I am far. There can be many of me; there can be few. You can sometimes see me, but you can't.usually in the light. What am I?",star,moon,sky,transformers,0
I have 4 legs but never run. What am I?,seat,wig,dandruff,chair,3
I have 4 legs but never run. What am I?,dandruff,wig,desk,chair,3
Come table table table table,simple,comfortable,attractive,impossible,1
Come table table table table,impossible,dressed,comfortable,attractive,2
"You are the conductor of a train.  And at your first stop 5 people walk in, At your next stop 2 people walk out, and 12 walk in, at your next stop 6 walk in and 4 walk out, at your next stop 12 people walk out and 9 people walk in, at your next stop 3 people walk in, and 1 person walks out. Who is the train conductor?",we,Instagram,they,you,3
"You are the conductor of a train.  And at your first stop 5 people walk in, At your next stop 2 people walk out, and 12 walk in, at your next stop 6 walk in and 4 walk out, at your next stop 12 people walk out and 9 people walk in, at your next stop 3 people walk in, and 1 person walks out. Who is the train conductor?",Twitter,you,Instagram,they,1
"I can fill any space, float, and disappear. Never touching the ground I help others get around. What am I?",basketball,gas,fuel,diesel,1
"I can fill any space, float, and disappear. Never touching the ground I help others get around. What am I?",basketball,baseball,diesel,gas,3
My moves look erratic.I'm a nut fanatic. My tail is distinctive.My actions instinctive. Inside a leafy nest.Is where I take my rest. What am I?,deer,bird,squirrel,rabbit,2
My moves look erratic.I'm a nut fanatic. My tail is distinctive.My actions instinctive. Inside a leafy nest.Is where I take my rest. What am I?,bird,squirrel,rabbit,raccoon,1
"Lives without a body, hears without ears, speaks without a mouth, to which the air alone gives birth. What is it?",echo,resonate,sandwich,concur,0
"Lives without a body, hears without ears, speaks without a mouth, to which the air alone gives birth. What is it?",sandwich,resonate,pretzel,echo,3
The Titanic is still here. What am I?,Antarctica,ocean,Atlantic,Pacific,2
The Titanic is still here. What am I?,ocean,Antarctica,Atlantic,Mediterranean,2
"A man was found dead on a Sunday. There were 4 suspects: the wife, the gardener, the maid, and the cook. The wife said she was sleeping, the cook said she was making breakfast, the gardener said he was cutting weeds and the maid said she was getting the mail. Who killed the man?",waitress,babysitter,maid,bride,2
"A man was found dead on a Sunday. There were 4 suspects: the wife, the gardener, the maid, and the cook. The wife said she was sleeping, the cook said she was making breakfast, the gardener said he was cutting weeds and the maid said she was getting the mail. Who killed the man?",maid,janitor,babysitter,bride,0
"You see me at night, by day you tell everyone about me. I come back looking differently than before. I sometime leave you in the darkness. What am I?",jupiter,dream,asteroid,life goal,1
"You see me at night, by day you tell everyone about me. I come back looking differently than before. I sometime leave you in the darkness. What am I?",nightmare,asteroid,life goal,dream,3
I have a tail. I can fly. I'm covered in colorful feathers. I can whistle and I can talk.,squirrel,frog,parrot,lizard,2
I have a tail. I can fly. I'm covered in colorful feathers. I can whistle and I can talk.,parrot,bird,squirrel,lizard,0
"There was a family who lived in a circle house, one day they went on vacation but they left their little boy behind. When they came back they found their little boy dead in the middle of the house. They narrowed it down to three suspects: The maid, the butler, and the chef. The maid claims she was cleaning the corners, the butler claims he was organizing the closet, and the chef claims he was making finger sandwiches. Who killed the little boy?",maid,waitress,bride,babysitter,0
"There was a family who lived in a circle house, one day they went on vacation but they left their little boy behind. When they came back they found their little boy dead in the middle of the house. They narrowed it down to three suspects: The maid, the butler, and the chef. The maid claims she was cleaning the corners, the butler claims he was organizing the closet, and the chef claims he was making finger sandwiches. Who killed the little boy?",babysitter,janitor,maid,waitress,2
"I'm short when I'm young, I'm big when I'm big. what am i?",Twitter,Instagram,you,they,2
"I'm short when I'm young, I'm big when I'm big. what am i?",you,we,Twitter,they,0
"You deal with them and they deal chance, They show you your future at a glance. You play them and they play you back, And win or lose, They go back in their pack.",decks,cartoon,cards,T-rex,2
"You deal with them and they deal chance, They show you your future at a glance. You play them and they play you back, And win or lose, They go back in their pack.",T-rex,49ers,cards,decks,2
I live in a bowl. I can swim. I have a tail. I also have fins and big eyes.  I am a.,goldfish,shrimp,betta,crab,0
I live in a bowl. I can swim. I have a tail. I also have fins and big eyes.  I am a.,crab,guppies,shrimp,goldfish,3
"What is something of which there are multiple, but you can't make full a list of, while you can make a list of the worst ones.",myths,secret societies,truth,surprise,1
"What is something of which there are multiple, but you can't make full a list of, while you can make a list of the worst ones.",cults,myths,surprise,secret societies,3
Bumpy form of transportation in desert cultures.,horse,camel,straw,cow,1
Bumpy form of transportation in desert cultures.,elephant,horse,cow,camel,3
What is a riddle?,maze,surprise,puzzle,riddle,3
What is a riddle?,truth,puzzle,maze,riddle,3
Where are average things manufactured?,satisfaction,satisfactory,enjoyable,satisfied,1
Where are average things manufactured?,satisfied,enjoyable,exhaustive,satisfactory,3
"My first is novel, shiny and bright.My second a warring rose of white.My third are a-changin', did Dylan write.My whole to press will expedite. What am I?",Cnn,New York Times,Nyt,spiral staircase,1
"My first is novel, shiny and bright.My second a warring rose of white.My third are a-changin', did Dylan write.My whole to press will expedite. What am I?",New York Times,Nyt,Cnn,lamp,0
"What tells you what you want to hear, but hurts you when the truth is clear?",coward,truth,liar,scumbag,2
"What tells you what you want to hear, but hurts you when the truth is clear?",liar,scumbag,murderer,truth,0
When looked at my wrong side You will look right. But when looked at my right side You will look wrong.  What am i?,spoon,tongs,spatula,fork,0
When looked at my wrong side You will look right. But when looked at my right side You will look wrong.  What am i?,spatula,fork,bowl,spoon,3
What can be dying but not be dying?,wig,dandruff,eyebrows,hair,3
What can be dying but not be dying?,hair,beard,eyebrows,dandruff,0
What can you share and still have all for yourself?,expertise,knowledge,reptiles,bird,1
What can you share and still have all for yourself?,knowledge,bird,reptiles,understanding,0
You can sweep me up or let me fall If you get rid of me I'll come back Treat me wrong and I'll embarrass you But if you ignore me I'll just stay longer  What am I?,beard,hair,dandruff,wig,1
You can sweep me up or let me fall If you get rid of me I'll come back Treat me wrong and I'll embarrass you But if you ignore me I'll just stay longer  What am I?,hair,eyebrows,beard,dandruff,0
I am a sound made by felines when petted. What am I?,purr,sky,cuddle,bark,0
I am a sound made by felines when petted. What am I?,cuddle,moon,purr,sky,2
Why did the ice cream truck break down?,secret,eg,truth,surprise,0
Why did the ice cream truck break down?,secret,secrecy,eg,truth,0
A gentleman whose offspring have successfully produced offspring of their own.,spiral staircase,mom,grandpa,lamp,2
A gentleman whose offspring have successfully produced offspring of their own.,grandpa,dad,spiral staircase,lamp,0
Cut the wrong wire and it goes boom.,bomb,grenade,meteor,helicopter,0
Cut the wrong wire and it goes boom.,meteor,bomb,nuke,helicopter,1
"Scythe of darkness, Shadow's light. Guiding eye Of thirteenth sight.",moon,orbit,asteroid,sun,0
"Scythe of darkness, Shadow's light. Guiding eye Of thirteenth sight.",sun,orbit,jupiter,moon,3
What was the day after the day before the day after yesterday?,today,monday,saturday,tomorrow,0
What was the day after the day before the day after yesterday?,yesterday,saturday,today,monday,2
"I know what my job is, The point has been made. You say I have a big head, And you're right, I'm afraid. Put me in my place, And then leave me alone. What I need most, Is someone to drive me home.",nail,wax,flammable,lightning,0
"I know what my job is, The point has been made. You say I have a big head, And you're right, I'm afraid. Put me in my place, And then leave me alone. What I need most, Is someone to drive me home.",lightning,nail,tooth,flammable,1
I can be confusing. I can be frustrating. I can be good. I can be funny. What am i?,maze,truth,surprise,riddle,3
I can be confusing. I can be frustrating. I can be good. I can be funny. What am i?,truth,surprise,riddle,puzzle,2
It is the time in your life when you simultaneously know everything and nothing at an instance.,teenagers,politics,kids,hiphop,0
It is the time in your life when you simultaneously know everything and nothing at an instance.,teenagers,politics,young adults,kids,0
"I have a face but no eyes, hands but no arms. What am I?",lamp,clock,timeout,ticking,1
"I have a face but no eyes, hands but no arms. What am I?",ticking,spiral staircase,lamp,clock,3
"I am where the sky is orange, I am where the glass is red, I am the land of violet bananas and the home to blue oranges.",positive,harp,negative,pessimistic,2
"I am where the sky is orange, I am where the glass is red, I am the land of violet bananas and the home to blue oranges.",positive,harp,negative,neutral,2
Gown but not a priest; crown but not a king.,axe,sword,bird,rooster,3
Gown but not a priest; crown but not a king.,sword,rooster,squirrel,bird,1
I am a toy that Jewish children play with. You spin me like a top. I have Hebrew letters on each side. What am I?,dreidel,philosopher,Hanukkah,rabbi,0
I am a toy that Jewish children play with. You spin me like a top. I have Hebrew letters on each side. What am I?,philosopher,menorah,Hanukkah,dreidel,3
I have married many women but has never been married. What am I?,pastor,succubus,preacher,priest,3
I have married many women but has never been married. What am I?,priest,paladin,pastor,succubus,0
"We are here, you don't know it, we are watching, you also do not know us.   Who are we???",investigator,unidentified,fossil,autopsy,1
"We are here, you don't know it, we are watching, you also do not know us.   Who are we???",mysterious,autopsy,unidentified,fossil,2
What is thrown to both kings and beggars?,truth,urinal,toilet,loo,2
What is thrown to both kings and beggars?,truth,toilet,surprise,urinal,1
What has a face and two hands but no fingers,ticking,lamp,timeout,clock,3
What has a face and two hands but no fingers,timeout,lamp,clock,spiral staircase,2
"It is possible that you have seen me. Though I doubt that if you look, that you could find me anywhere except within the pages of a book. My namesake lies in the desert plains. Perhaps now you have figured me out. Watch out, I might burst into flames and from the ashes new life will spring out. What am I?",Phoenix,Milwaukee,Houston,Chicago,0
"It is possible that you have seen me. Though I doubt that if you look, that you could find me anywhere except within the pages of a book. My namesake lies in the desert plains. Perhaps now you have figured me out. Watch out, I might burst into flames and from the ashes new life will spring out. What am I?",Phoenix,Milwaukee,Houston,Baltimore,0
"I have 3 hands, All have a purpose. I count the hours, I count the minutes, I count the seconds, Of every day. Every one of those is important for me to count. I must never stop or people get frustrated. I can never die, though I may stop, But it isn't my fault.",spiral staircase,timeout,clock,lamp,2
"I have 3 hands, All have a purpose. I count the hours, I count the minutes, I count the seconds, Of every day. Every one of those is important for me to count. I must never stop or people get frustrated. I can never die, though I may stop, But it isn't my fault.",ticking,spiral staircase,clock,timeout,2
Put the top part of your body in back of me and I will be dangerous to touch. Put a digit of your foot in back of me and it will hurt very much. I am a common household item that you use to hit things that poke. If you put a rapper in front of me chances are he will be broke.,hammer,bolt,bow,sword,0
Put the top part of your body in back of me and I will be dangerous to touch. Put a digit of your foot in back of me and it will hurt very much. I am a common household item that you use to hit things that poke. If you put a rapper in front of me chances are he will be broke.,sword,hammer,axe,bolt,1
"You go in me for brushing,  For flushing,  For rushing;  But please go in me one at a time,  Or someone might be blushing.  What am I?",truth,washroom,restroom,bathroom,3
"You go in me for brushing,  For flushing,  For rushing;  But please go in me one at a time,  Or someone might be blushing.  What am I?",washroom,restroom,surprise,bathroom,3
"Always old, sometimes new. Never sad, sometimes blue. Never empty, sometimes full. Never pushes, always pulls.",moon,asteroid,orbit,jupiter,0
"Always old, sometimes new. Never sad, sometimes blue. Never empty, sometimes full. Never pushes, always pulls.",asteroid,orbit,moon,sun,2
"I am a tale in children's minds. I keep their secrets and share them inside. I blur their thoughts into fantasies kept Like a canvas of art or a submarine depth. Though an illusion, it occurs every night; I give them a fantasy, I give them a fright. Nor good or bad, but always nigh' It’s interesting to tell. What am I?",dream,asteroid,life goal,nightmare,0
"I am a tale in children's minds. I keep their secrets and share them inside. I blur their thoughts into fantasies kept Like a canvas of art or a submarine depth. Though an illusion, it occurs every night; I give them a fantasy, I give them a fright. Nor good or bad, but always nigh' It’s interesting to tell. What am I?",jupiter,life goal,asteroid,dream,3
It keeps on revolving .but doesn't move.  What is it?,timeout,clock,spiral staircase,ticking,1
It keeps on revolving .but doesn't move.  What is it?,spiral staircase,lamp,timeout,clock,3
"Reds and oranges, purples too.Set against the deepest blue.Now and then a golden ray.What a colourful display!  Sit outside and have a rest.Point your eyes toward the west.Beauty waits for you and me.What do you think you will see?",beach,clouds,sunset,dusk,2
"Reds and oranges, purples too.Set against the deepest blue.Now and then a golden ray.What a colourful display!  Sit outside and have a rest.Point your eyes toward the west.Beauty waits for you and me.What do you think you will see?",clouds,sunrise,dusk,sunset,3
What insect does a blacksmith manufacture?,battlestar galactica,lightning,flammable,firefly,3
What insect does a blacksmith manufacture?,firefly,battlestar galactica,voyager,lightning,0
"You see me often ladies, For I am a part of your life. I sometimes bother babies.But prefer to cause adults strife. My looks are a sign of your personality. My strength cannot measure up to yours. With most people I am there for eternity. Onto me, water often pours. Many look to me with pride, While others wish to change me. Drifting slowly, my time I bide.Waiting for you to see.That I am just a thing you're given, Not something very important. For I have always been and will forever be dead.",eyebrows,hair,wig,dandruff,1
"You see me often ladies, For I am a part of your life. I sometimes bother babies.But prefer to cause adults strife. My looks are a sign of your personality. My strength cannot measure up to yours. With most people I am there for eternity. Onto me, water often pours. Many look to me with pride, While others wish to change me. Drifting slowly, my time I bide.Waiting for you to see.That I am just a thing you're given, Not something very important. For I have always been and will forever be dead.",wig,beard,hair,dandruff,2
I hop around and deliver eggs at Easter. What am I?,puppy,cat,cartoon,bunny,3
I hop around and deliver eggs at Easter. What am I?,bunny,cartoon,cat,T-rex,0
"Never ahead, ever behind, yet flying swiftly past. For a child, I last forever. For adults, I`m gone too fast.",childhood,Christmas,holiday,youth,3
"Never ahead, ever behind, yet flying swiftly past. For a child, I last forever. For adults, I`m gone too fast.",youth,holiday,teens,Christmas,0
"My first relates to the manner of print.Not too big, or so small that you must squint. My second's been made ever since day one.Back when humanity had just begun. My whole seldom puts the meaning in doubt.Despite what a misplaced finger puts out. What am I?",hypercorrection,computer,typographical error,type-o,2
"My first relates to the manner of print.Not too big, or so small that you must squint. My second's been made ever since day one.Back when humanity had just begun. My whole seldom puts the meaning in doubt.Despite what a misplaced finger puts out. What am I?",message,computer,type-o,typographical error,3
What kind of fish chases a mouse?,crayfish,catfish,shrimp,sunfish,1
What kind of fish chases a mouse?,sunfish,catfish,crab,crayfish,1
What has hands but never washes them?,clock,spiral staircase,timeout,ticking,0
What has hands but never washes them?,spiral staircase,timeout,clock,lamp,2
"There is a parliament.And wise is it.Oh wise indeed, It's name is truly fit.When someone sees this parliament.They usually tell it to shoo.Though whenever the UN tries to talk to this wise parliament.All the parliament says is ''who who who?''. Who belongs to this parliament?",reptiles,rabbits,owls,bird,2
"There is a parliament.And wise is it.Oh wise indeed, It's name is truly fit.When someone sees this parliament.They usually tell it to shoo.Though whenever the UN tries to talk to this wise parliament.All the parliament says is ''who who who?''. Who belongs to this parliament?",snakes,owls,reptiles,bird,1
Everybody's got one.,secrecy,secret,eg,truth,1
Everybody's got one.,secret,secrecy,truth,surprise,0
"The name of this is sweet and round.Married folks like it, So it's been found. What is it?",asteroid,jupiter,vacation,honeymoon,3
"The name of this is sweet and round.Married folks like it, So it's been found. What is it?",wedding,asteroid,honeymoon,jupiter,2
Whats smaller then a mouse but higher then a house?,wars,star,moon,transformers,1
Whats smaller then a mouse but higher then a house?,star,sky,wars,moon,0
Vikings use this for warmth.,helicopter,satchel,carcass,pelt,3
Vikings use this for warmth.,satchel,helicopter,pelt,meteor,2
"They set forth to behold the night, Surrounding the dark with their gorgeous sight. A sailor's guide, a child's fears, They're lost to sight as daytime nears. From Heaven, their tears descend, Make a wish before darkness ends.",stars,moon,sky,kings,0
"They set forth to behold the night, Surrounding the dark with their gorgeous sight. A sailor's guide, a child's fears, They're lost to sight as daytime nears. From Heaven, their tears descend, Make a wish before darkness ends.",sky,stars,galaxies,kings,1
"A Palace I was, and a Palace I am, but no orders do I decree. No Queen did I house, for only men did rule, during times of grief and struggle. My shell has openings that welcomed friends, and attempted to dispel our foes. Some say there was truth I had 10,000 rooms, all heavenly and divine throughout. But unlike this myth there is a fact that I am divided into two. My southern part is a lesser court, presenting a harmony supreme, whilst the inner court, which is to the north, contained my royal family. What am I?",hoard,tourist attractions,forbidden city,tea house,2
"A Palace I was, and a Palace I am, but no orders do I decree. No Queen did I house, for only men did rule, during times of grief and struggle. My shell has openings that welcomed friends, and attempted to dispel our foes. Some say there was truth I had 10,000 rooms, all heavenly and divine throughout. But unlike this myth there is a fact that I am divided into two. My southern part is a lesser court, presenting a harmony supreme, whilst the inner court, which is to the north, contained my royal family. What am I?",bartering,hoard,forbidden city,tourist attractions,2
What is Medusa's favorite cheese?,pepper jack,cheese,muenster,gorgonzola,3
What is Medusa's favorite cheese?,gorgonzola,cheese,pepper jack,asparagus,0
I have a big mouth and I am also quite loud! I am NOT a gossip but I do get involved with everyone's dirty business. What am I?,simple,ceiling fan,washing machine,vacuum cleaner,3
I have a big mouth and I am also quite loud! I am NOT a gossip but I do get involved with everyone's dirty business. What am I?,simple,impossible,washing machine,vacuum cleaner,3
What is dressed when night falls and undressed when day breaks?,lightning,flamethrower,flammable,fire,3
What is dressed when night falls and undressed when day breaks?,flamethrower,fire,blood,flammable,1
"I go around in circles, But always straight ahead Never complain, No matter where I am led. What am I?",carriage,wheel,piston,steering,1
"I go around in circles, But always straight ahead Never complain, No matter where I am led. What am I?",steering,carriage,brake,wheel,3
"I fly like a bird of many colors through the sky. i am made with both wood and fire but i do not burn up.You can see me clearly during the day, but i am nearly invisible at night. What am I?",parachute,hot air balloon,wig,helicopter,1
"I fly like a bird of many colors through the sky. i am made with both wood and fire but i do not burn up.You can see me clearly during the day, but i am nearly invisible at night. What am I?",hot air balloon,wig,dandruff,parachute,0
What does a shark eat with peanut butter?,crab,shark,shrimp,jellyfish,3
What does a shark eat with peanut butter?,insects,jellyfish,shrimp,crab,1
I am the son of your grandmother and grandfather but not your uncle. Who am I?,dad,father,lamp,brother,1
I am the son of your grandmother and grandfather but not your uncle. Who am I?,spiral staircase,brother,dad,father,3
"He has one and a person has two, a citizen has three and a human being has four, a personality has five and an inhabitant of earth has six. What am I?",spellings,syllables,consonants,vowels,1
"He has one and a person has two, a citizen has three and a human being has four, a personality has five and an inhabitant of earth has six. What am I?",homophones,syllables,consonants,spellings,1
Brings you May flowers.,urinal,raindrops,showers,shampoo,2
Brings you May flowers.,urinal,baths,shampoo,showers,3
"When pronounced, it sounds nothing like the word.",sentence,spiral staircase,lamp,stolen goods,0
"When pronounced, it sounds nothing like the word.",spiral staircase,lamp,sentance,sentence,3
What has hands but can't pick up anything?,ticking,spiral staircase,lamp,clock,3
What has hands but can't pick up anything?,ticking,clock,timeout,lamp,1
"First I am one, then I seem none, in death I birth new life. What__ raised exceeds me, for on bent knee, I add to a world that__ rife. What am I?",T-rex,home court advantage,seed,cartoon,2
"First I am one, then I seem none, in death I birth new life. What__ raised exceeds me, for on bent knee, I add to a world that__ rife. What am I?",seed,home court advantage,sapling,T-rex,0
"Not only a seat, it’s also a head - what is it?",wig,dandruff,chair,seat,2
"Not only a seat, it’s also a head - what is it?",seat,chair,desk,dandruff,1
"I'm in your ear. I'm in your nose. I'm on your head, dead, But yet I grow. What am I?",hair,beard,eyebrows,dandruff,0
"I'm in your ear. I'm in your nose. I'm on your head, dead, But yet I grow. What am I?",hair,beard,wig,dandruff,0
A girl just learning to drive is going the opposite way of the traffic but is not breaking the law. How is this possible?,easy,impossible,fun,stupid,0
A girl just learning to drive is going the opposite way of the traffic but is not breaking the law. How is this possible?,stupid,easy,fun,simple,1
I hide but my head is outside.,nail,flammable,wax,lightning,0
I hide but my head is outside.,tooth,nail,lightning,flammable,1
"What is the time-piece, That needs no winding?",sword,rooster,bird,squirrel,1
"What is the time-piece, That needs no winding?",rooster,axe,sword,squirrel,0
I'm white but I'm not snow. I have a bowl but I don't hold cereal. I have a tank but I'm not in the military. I can be sat on but I'm not a bench. I get flushed but I don't have a red face,urinal,truth,loo,toilet,3
I'm white but I'm not snow. I have a bowl but I don't hold cereal. I have a tank but I'm not in the military. I can be sat on but I'm not a bench. I get flushed but I don't have a red face,urinal,surprise,toilet,loo,2
They are the group who manages the winged engines of war.,army,usaf,flammable,air force,3
They are the group who manages the winged engines of war.,usaf,army,lightning,air force,3
I am often sold by children entrepreneurs in summer time. What am I?,cola,lemonade,strawberry,coffee,1
I am often sold by children entrepreneurs in summer time. What am I?,lemonade,cider,coffee,cola,0
"They turn themselves over to me.Completely voluntarily. Knowing before they've departed.They'll end up near where they started. I may be called emotional.Loopy, perhaps commotional. For those brave souls who seek a thrill.I'm sure to nicely fit the bill. By a force of nature propelled.I'm courage-testing those compelled. Greeted with anxiousness and fret.Seldom exited with regret. What am I?",piston,roller coaster,panic attack,carriage,1
"They turn themselves over to me.Completely voluntarily. Knowing before they've departed.They'll end up near where they started. I may be called emotional.Loopy, perhaps commotional. For those brave souls who seek a thrill.I'm sure to nicely fit the bill. By a force of nature propelled.I'm courage-testing those compelled. Greeted with anxiousness and fret.Seldom exited with regret. What am I?",carriage,piston,train wreck,roller coaster,3
"I'm always with a group, but I do not blend in. What am I?",surprise,truth,false statements,individual,3
"I'm always with a group, but I do not blend in. What am I?",surprise,obstruction,individual,false statements,2
Leaping the steps of an intricate dance.Robes swirling in yellow and blue.Leaping the steps above orange floors.Scattered with black and grey stars whose molting was long overdue.,flamethrower,fire,blood,lightning,1
Leaping the steps of an intricate dance.Robes swirling in yellow and blue.Leaping the steps above orange floors.Scattered with black and grey stars whose molting was long overdue.,flamethrower,lightning,flammable,fire,3
"My first, a place hikers may enjoy.My second is counter to employ.My whole, scenery it does destroy. What am I?",thunderstorm,flash flood,forest fire,lightning,2
"My first, a place hikers may enjoy.My second is counter to employ.My whole, scenery it does destroy. What am I?",forest fire,lightning,flammable,thunderstorm,0
What's as small as a mouse but guards a house like a lion?,lock,lamp,close,open,0
What's as small as a mouse but guards a house like a lion?,close,lock,open,spiral staircase,1
"You are in a room with 3 monkeys. One monkey has a banana, one has a stick, and one has nothing. Who is the smartest primate?",they,you,Instagram,Twitter,1
"You are in a room with 3 monkeys. One monkey has a banana, one has a stick, and one has nothing. Who is the smartest primate?",you,we,they,Instagram,0
This orange vegetable is a favorite of Bugs Bunny.,tomato,radish,cucumber,carrot,3
This orange vegetable is a favorite of Bugs Bunny.,carrot,watermelon,radish,cucumber,0
These are believed to be found at the end of rainbows.,pots,lightning,sleep apnea,narcolepsy,0
These are believed to be found at the end of rainbows.,sleep apnea,flammable,lightning,pots,3
Santa shakes his belly like me. What am I?,Marie,cream,jelly,peanut butter,2
Santa shakes his belly like me. What am I?,cream,jelly,Marie,Katy,1
what type of alley can you play in?,movie theater,bowling alley,pizza place,bird,1
what type of alley can you play in?,reptiles,movie theater,bowling alley,pizza place,2
"I am a precious little thing, dancing and eating all the time. Watch me from a distance, so you can feel my warm and gentle love. But dont come to close or my next meal you could be!",flamethrower,blood,lightning,fire,3
"I am a precious little thing, dancing and eating all the time. Watch me from a distance, so you can feel my warm and gentle love. But dont come to close or my next meal you could be!",lightning,flamethrower,fire,flammable,2
"""What are you using if you ""tweet"" something?""",Facebook,Instagram,Fb,Twitter,3
"""What are you using if you ""tweet"" something?""",Ig,Twitter,Facebook,Instagram,1
Kitten Stiletto Pump Wedge,carriage,heels,tights,piston,1
Kitten Stiletto Pump Wedge,carriage,heels,tights,ankles,1
What do you call a happy cowboy?,duh,jolly rancher,skittles,orange juice,1
What do you call a happy cowboy?,who?,skittles,jolly rancher,duh,2
