riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"""A student asked his teacher, ""Miss, is it fair if I get in trouble for something I did not do?""  The teacher replied, ""Of course not! Tell me who got you in trouble for something you didn't do?""   What do you think the student replied with?""",miss,loved,son,forget,0
What kind of vegetable is unpopular on board ships?,broccoli,cabbage,leek,garlic,2
What kind of vegetable is unpopular on board ships?,garlic,cabbage,asparagus,leek,3
A salutation from the islands.,aloha,Hawaii,Pawpaw,harkins,0
A salutation from the islands.,Hawaii,mahalo,Pawpaw,aloha,3
I will never leave u yet is never by your side I am  killed by light and hidden by darkness,silhouette,shadow,glow,sky,1
I will never leave u yet is never by your side I am  killed by light and hidden by darkness,storm,silhouette,shadow,glow,2
What can point in every direction but can't reach the destination by itself.,toothpick,finger,eyeball,toes,1
What can point in every direction but can't reach the destination by itself.,eyeball,finger,tongue,toothpick,1
The line a runner strives to reach.,comma,hyphen,finish,pick,2
The line a runner strives to reach.,comma,let,finish,hyphen,2
Ice melts when heated up. But I solidify when I'm heated up. What am I?,omelette,avocado,muffin,egg,3
Ice melts when heated up. But I solidify when I'm heated up. What am I?,chicken,muffin,avocado,egg,3
"Having one, means having something to follow. Once you question it, it means having none. People seek it, but some do and some don't find it. What is it?",comma,purpose,noses,hyphen,1
"Having one, means having something to follow. Once you question it, it means having none. People seek it, but some do and some don't find it. What is it?",comma,purpose,hyphen,trashcan,1
"Many years ago, I roamed the land.I'll always lend the weak a helping hand.I am a soldier, know me by my arms.I trust the Lord to keep me from all harm. A title of respect precedes my name.I'd rather die than have to suffer shame.In stories and a game I live today.Do you know who I am? Guess away!",prince,knight,warrior,castle,1
"Many years ago, I roamed the land.I'll always lend the weak a helping hand.I am a soldier, know me by my arms.I trust the Lord to keep me from all harm. A title of respect precedes my name.I'd rather die than have to suffer shame.In stories and a game I live today.Do you know who I am? Guess away!",knight,warrior,castle,sword,0
"I walked and walked and at last I got it. I didn't want it. So I stopped and looked for it. When I found it, I threw it away.",hand cannon,Tony,thorn,quill,2
"I walked and walked and at last I got it. I didn't want it. So I stopped and looked for it. When I found it, I threw it away.",crucible,Tony,thorn,quill,2
Doors Windows Roof Chimney,pillow,house,garage,tissue box,1
Doors Windows Roof Chimney,apartment,pillow,house,garage,2
"Beautiful when seen from a distance. Dangerous I am to conquer. Those that have tried I swallowed whole, choked, buried in snow, or threw them to their death. If you do conquer me, the prize is worthwhile. I'll show you things no man can. If you do beat me, you'll feel as if you're on top of the world.  What am I?",trail,waterfall,mountain,river,2
"Beautiful when seen from a distance. Dangerous I am to conquer. Those that have tried I swallowed whole, choked, buried in snow, or threw them to their death. If you do conquer me, the prize is worthwhile. I'll show you things no man can. If you do beat me, you'll feel as if you're on top of the world.  What am I?",mountain,trail,waterfall,valley,0
"I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?",fear,panic,paranoia,yeah,0
"I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?",yeah,paranoia,weird,fear,3
"As small as your thumb, I am light in the air. You may hear me before you see me, but trust that I'm there. What am I?",squirrel,peacock,hummingbird,giraffe,2
"As small as your thumb, I am light in the air. You may hear me before you see me, but trust that I'm there. What am I?",giraffe,squirrel,hummingbird,insect,2
"I run distances, often making many turns, yet I never move one foot. What am I?",watch,clouds,sky,live,0
"I run distances, often making many turns, yet I never move one foot. What am I?",watch,sky,binge,live,0
"We are little airy creatures, all of different voice and features, one of us in glass is set. One of us you'll find in jet. Another you may see in tin. And the fourth a box within. If the fifth you should pursue, it can never fly from you. What are we?",consonants,alphabet,pronunciations,vowels,3
"We are little airy creatures, all of different voice and features, one of us in glass is set. One of us you'll find in jet. Another you may see in tin. And the fourth a box within. If the fifth you should pursue, it can never fly from you. What are we?",syllables,consonants,pronunciations,vowels,3
I have mobility which is three-dimensional.I am both innovative and unconventional. Diverse are my possibilities for deployment.One of these may be simply for your own enjoyment. I am a servant and you can become my master.But using me in the wrong place could spell disaster. A person or a computer controls my motion.I provide a vantage point over land or ocean. I am a tool for a practical application.Or I am simply a toy for your recreation. What am I?,drone,missile,helicopter,forehead,0
I have mobility which is three-dimensional.I am both innovative and unconventional. Diverse are my possibilities for deployment.One of these may be simply for your own enjoyment. I am a servant and you can become my master.But using me in the wrong place could spell disaster. A person or a computer controls my motion.I provide a vantage point over land or ocean. I am a tool for a practical application.Or I am simply a toy for your recreation. What am I?,lips,helicopter,drone,forehead,2
I am the most famous dinner. What am I?,pillow,Last supper,apostles,tissue box,1
I am the most famous dinner. What am I?,tissue box,apostles,Last supper,early church,2
You can cross your T's and dot your I's but I may come to you as a surprise.   What am I?,middle school,kindergarten,Atlantic,grade,3
You can cross your T's and dot your I's but I may come to you as a surprise.   What am I?,highway,kindergarten,grade,Atlantic,2
"As you travel the world, you will see me many times. I'll show you the Earth, the oceans, the stars, every landscape across the Great Divide. I'll show you the way as I pay for my crime.",Mercury,Atlas,Weiss,Jaune,1
"As you travel the world, you will see me many times. I'll show you the Earth, the oceans, the stars, every landscape across the Great Divide. I'll show you the way as I pay for my crime.",emerald,Mercury,Weiss,Atlas,3
"A trail, a union, together tied. Come across me and you will find, you cannot change the course I'm on, without me you can't travel on. What am I?",railroad tracks,freeway,silhouette,sky,0
"A trail, a union, together tied. Come across me and you will find, you cannot change the course I'm on, without me you can't travel on. What am I?",freeway,railroad tracks,sky,interstate,1
"You might, perhaps at breakfast, See a sticky part of me, But I model, too--mathematics, And I'm true north, strong and free. Mrs. Christie's character.could help you, though not well, For though she is quite close to me, She simply cannot spell. What am I?",island,compass,oak,maple,3
"You might, perhaps at breakfast, See a sticky part of me, But I model, too--mathematics, And I'm true north, strong and free. Mrs. Christie's character.could help you, though not well, For though she is quite close to me, She simply cannot spell. What am I?",syrup,oak,maple,compass,2
"Here you will find twenty-five.When you know me I'm just one.With a mouth you may get news.Give me, then trust is won.",term,word,daughter,sister,1
"Here you will find twenty-five.When you know me I'm just one.With a mouth you may get news.Give me, then trust is won.",daughter,slur,word,term,2
"My maker doesn't want me, my buyer doesn't use me and my user will never see me",hearse,coffin,corpse,grave,1
"My maker doesn't want me, my buyer doesn't use me and my user will never see me",coffin,corpse,grave,skull,0
Theres one that is called Smaug. Who in The Hobbit guarded gold. The fire that he breathed. Means that you would never be cold. What is it?,drogon,dragon,goblin,castle,1
Theres one that is called Smaug. Who in The Hobbit guarded gold. The fire that he breathed. Means that you would never be cold. What is it?,goblin,raven,dragon,castle,2
I__ a word that is not even strange. What am I?,weird,highway,odd,Atlantic,2
I__ a word that is not even strange. What am I?,highway,weird,odd,strange,2
"I had no father, only a grandfather. I shall bear no sons, only daughters. What am I?",spider,praying mantis,beaver,bee,3
"I had no father, only a grandfather. I shall bear no sons, only daughters. What am I?",praying mantis,beaver,bee,squirrel,2
"This mother comes from a family of eight, Supports her children in spite of their weight, Turns around without being called, Has held you since the time you crawled.",moon,earth,Carbon dioxide,mars,1
"This mother comes from a family of eight, Supports her children in spite of their weight, Turns around without being called, Has held you since the time you crawled.",earth,Antarctica,moon,mars,0
"I howl, yet I have no voice. Can't be seen but my presence is felt. What am I?",rain,comma,water,wind,3
"I howl, yet I have no voice. Can't be seen but my presence is felt. What am I?",rain,wind,hyphen,water,1
"Though I'm not exactly designed to.Still I'm sometimes used. To make numbers, shapes, and letters. Frequently I come in fancy flowery flourish, Used by men, women, citizens, and tourists. I do bend.I do break.Yucky stuff I'm willing to take. What am I?",fingernail,paintbrush,butter knife,toothpick,3
"Though I'm not exactly designed to.Still I'm sometimes used. To make numbers, shapes, and letters. Frequently I come in fancy flowery flourish, Used by men, women, citizens, and tourists. I do bend.I do break.Yucky stuff I'm willing to take. What am I?",tweezers,paintbrush,toothpick,butter knife,2
"I breath and things get hot, though my heart is light as wind. The swordsman knows me not, though I helped to make his friend. I cannot do my job alone, Though others make me sigh, By their strength my job is done, So tell me, what am I?",jingle,bellows,pulleys,lantern,1
"I breath and things get hot, though my heart is light as wind. The swordsman knows me not, though I helped to make his friend. I cannot do my job alone, Though others make me sigh, By their strength my job is done, So tell me, what am I?",lantern,bellows,pulleys,flange,1
More rare today than long ago. There's a salutation from friends written below. What am I?,alphabet,correspondence,vowels,letter,3
More rare today than long ago. There's a salutation from friends written below. What am I?,letter,alphabet,document,vowels,0
"This baked Italian dish consisting of this and layered with meat or vegetables, cheese, and tomato sauce is one of our favorites. Can you guess what it is?",ravioli,macaroni,lasagna,soup,2
"This baked Italian dish consisting of this and layered with meat or vegetables, cheese, and tomato sauce is one of our favorites. Can you guess what it is?",salad,ravioli,macaroni,lasagna,3
I can be caught but not thrown,humid,cold,warm,rainstorm,1
I can be caught but not thrown,winter,rainstorm,cold,warm,2
"Those who make this item, don't use it. Those who BUY this item, have no need for it. But those who USE this item, never see it. What is the item?",dead body,hearse,funeral,casket,3
"Those who make this item, don't use it. Those who BUY this item, have no need for it. But those who USE this item, never see it. What is the item?",skull,casket,dead body,hearse,1
"Secured in place, I work undercover, and with a flick of your finger. My purpose you'll discover. What am I?",contradictory,weird,light bulb,smoke detector,2
"Secured in place, I work undercover, and with a flick of your finger. My purpose you'll discover. What am I?",weird,contradictory,light bulb,ceiling fan,2
What work of writing can one never finish?,Shakespeare,memoir,diary,autobiography,3
What work of writing can one never finish?,biopic,Shakespeare,autobiography,diary,2
What do you get when you cross an automobile with a household animal?,bed sheets,mattress,carpet,curtain,2
What do you get when you cross an automobile with a household animal?,carpet,curtain,mattress,baseboards,0
Found at the back of the book. What am I?,kidney,tonsils,x-ray,appendix,3
Found at the back of the book. What am I?,tonsils,hernia,kidney,appendix,3
I can generate fear and some say I come out of your ears. I am as quiet as a mouse but not welcomed in the house. What am I?,vape,valley,vaping,smoke,3
I can generate fear and some say I come out of your ears. I am as quiet as a mouse but not welcomed in the house. What am I?,smoke,waterfall,vape,valley,0
"I am small and black, gold, silver, brown, red, or blue. I am always desired when you're lost, worried, or running out of time. With me by your side you'll never be late. Just set me and forget me until a later time or date. What am I?",watch,binge,sky,clouds,0
"I am small and black, gold, silver, brown, red, or blue. I am always desired when you're lost, worried, or running out of time. With me by your side you'll never be late. Just set me and forget me until a later time or date. What am I?",watch,binge,clouds,live,0
"What's higher than mountains, Smaller than trees?",grass,valley,asphalt,waterfall,0
"What's higher than mountains, Smaller than trees?",valley,lawn,grass,waterfall,2
"I dig out tiny caves, and store gold and silver in them. I build bridges out of silver, Make crowns out of gold, But everyone is afraid of me Even the young and old. Who am I?",dentist,doctor,dermatologist,neurologist,0
"I dig out tiny caves, and store gold and silver in them. I build bridges out of silver, Make crowns out of gold, But everyone is afraid of me Even the young and old. Who am I?",dentist,dermatologist,neurologist,surgeon,0
"I Make Up All Literature, But I'm Often Sealed. What Am I?",initials,correspondence,vowels,letters,3
"I Make Up All Literature, But I'm Often Sealed. What Am I?",correspondence,alphabet,vowels,letters,3
I make billions of dollars selling Windows. Who am I?,Dell,linux,Apple,microsoft,3
I make billions of dollars selling Windows. Who am I?,Dell,Apple,nintendo,microsoft,3
"I'm with you from birth. I make you feel everyday. Without me, you're nothing. What am I?",life force,soul,immortality,blood,1
"I'm with you from birth. I make you feel everyday. Without me, you're nothing. What am I?",conscience,blood,soul,life force,2
I am a friend of the farmer and a guide to us all. Especially with sailing when wind was a tool. I've helped sow many a seed when we were all small. For millions of years to help guide us all. But now the day is over and out I will come. To light up the sky and point out to everyone - Polaris!  What am I?,jupiter,Cygnus,Ursa Major,Mercury,2
I am a friend of the farmer and a guide to us all. Especially with sailing when wind was a tool. I've helped sow many a seed when we were all small. For millions of years to help guide us all. But now the day is over and out I will come. To light up the sky and point out to everyone - Polaris!  What am I?,Ursa Major,jupiter,Mercury,Proxima,0
"I'm thinking of that proper place.Where death comes before dishonor.And age comes before beauty of face. Not a perfect place, there is still crime, But followed by punishment and hard time. Yet pearls are placed before swine, the cart before the horse, And the end comes before the source. But it's not a jumble, all in sure order is bound, Giving meaning and history to sound, Can you now guess what place I've found?",definitions,dictionary,language,oxford,1
"I'm thinking of that proper place.Where death comes before dishonor.And age comes before beauty of face. Not a perfect place, there is still crime, But followed by punishment and hard time. Yet pearls are placed before swine, the cart before the horse, And the end comes before the source. But it's not a jumble, all in sure order is bound, Giving meaning and history to sound, Can you now guess what place I've found?",oxford,thesaurus,language,dictionary,3
I'm not made.The moon has an effect on me but I never go.You can see me from almost anywhere.And I make you sick.What Am I?,lake,river,island,ocean,3
I'm not made.The moon has an effect on me but I never go.You can see me from almost anywhere.And I make you sick.What Am I?,beach,lake,ocean,river,2
You carry me and I carry yours.  What am I?,backpack,toe,bag,ankles,2
You carry me and I carry yours.  What am I?,bag,backpack,ankles,water bottle,0
For pirates who have lost an eye. They can still see with the other. One thing they might choose to wear though. Is this special little cover.What is it?,eye patch,second,bandana,sunglasses,0
For pirates who have lost an eye. They can still see with the other. One thing they might choose to wear though. Is this special little cover.What is it?,eye patch,sunglasses,before,second,0
"A city you seek, a place to treasure .So combine these things in equal measure: An original transgression .A San Francisco store and .A product of a mine.",India,Australia,Singapore,Japan,2
"A city you seek, a place to treasure .So combine these things in equal measure: An original transgression .A San Francisco store and .A product of a mine.",New Zealand,Singapore,India,Australia,1
"Something wholly unreal, yet seems real to I. Think my friend, tell me where does it lie?",mind,comma,hyphen,consciousness,0
"Something wholly unreal, yet seems real to I. Think my friend, tell me where does it lie?",comma,matter,mind,consciousness,2
"""What is an ""acc""?""",account,dependencies,Hawaii,acct,0
"""What is an ""acc""?""",Maine,account,acct,dependencies,1
"My first is simply a vegetable, delicious, round and green. My third and fourth are sound asleep, as plainly can be seen. My fifth is fifty, clear enough for any riddle-setter. Two of my second stacked on their sides will give my final letter. Now that my second has my parts, fit them together well. You see me now before your eyes; it's plain for all to tell.",riddle,highway,puzzle,Atlantic,2
"My first is simply a vegetable, delicious, round and green. My third and fourth are sound asleep, as plainly can be seen. My fifth is fifty, clear enough for any riddle-setter. Two of my second stacked on their sides will give my final letter. Now that my second has my parts, fit them together well. You see me now before your eyes; it's plain for all to tell.",maze,highway,puzzle,riddle,2
"I can wear boulders into pebbles, I can eat away at the land. I am home to predators and prey of old. All life came from me. I can never die, but am being added to and subtracted from, depending on the chance of rain.  What am I?",lake,beach,sea,island,2
"I can wear boulders into pebbles, I can eat away at the land. I am home to predators and prey of old. All life came from me. I can never die, but am being added to and subtracted from, depending on the chance of rain.  What am I?",island,sea,lake,river,1
What is a good car for a cell phone?,charger,solder,dongle,battery,0
What is a good car for a cell phone?,solder,dongle,extension cord,charger,3
"I am a womb; My life I live to nourish my sweet inside me. I am a cocoon; I protect this tender body from elemental battery. But what do I receive for all that I give? It is only for my fruit that I am suffered to live. I am cut from my parents before I reach maturity, I am labeled and carried off, to await much scrutiny.  And you, who's never contemplated the importance of my duty, Will take me in your hands only when you judge me to be a beauty. And then will you appreciate the importance of my labor? No. It is only my sweet that you will savor. You may decide to utilize me .In your plan to comically foil a villain. You may decide to utilize me .To feed your organic arugula garden. But chances are you'll find .That you have no use for me. I'm old and soft and bruised, And I bore you with my story. But such is the life of a mother, Who will give all to son and daughter. And such is the death of a mother, Who will die without glory and honor.  Who is this (vainglorious) heroine?",eyelids,banana peel,hair,salt shaker,1
"I am a womb; My life I live to nourish my sweet inside me. I am a cocoon; I protect this tender body from elemental battery. But what do I receive for all that I give? It is only for my fruit that I am suffered to live. I am cut from my parents before I reach maturity, I am labeled and carried off, to await much scrutiny.  And you, who's never contemplated the importance of my duty, Will take me in your hands only when you judge me to be a beauty. And then will you appreciate the importance of my labor? No. It is only my sweet that you will savor. You may decide to utilize me .In your plan to comically foil a villain. You may decide to utilize me .To feed your organic arugula garden. But chances are you'll find .That you have no use for me. I'm old and soft and bruised, And I bore you with my story. But such is the life of a mother, Who will give all to son and daughter. And such is the death of a mother, Who will die without glory and honor.  Who is this (vainglorious) heroine?",eyelids,salt shaker,rusty nail,banana peel,3
"There is a body without a heart. That has a tongue and yet no head. Buried it was before it was made, and loud it speaks and yet is dead.",siren,jingle,lantern,bell,3
"There is a body without a heart. That has a tongue and yet no head. Buried it was before it was made, and loud it speaks and yet is dead.",bell,49ers,lantern,jingle,0
Which word contains all 26 letters?,consonants,language,vowels,alphabet,3
Which word contains all 26 letters?,corporation,language,consonants,alphabet,3
I am the shell of something interesting. My front is very eye catching but my inside tells all. What am I ?,book,sister,chapter,novel,0
I am the shell of something interesting. My front is very eye catching but my inside tells all. What am I ?,book,novel,sister,daughter,0
This is a type of transport. You can take all over the nation. You travel on railroads. And might stop at Grand Central Station.What am I?,comma,station,subway,train,3
This is a type of transport. You can take all over the nation. You travel on railroads. And might stop at Grand Central Station.What am I?,station,comma,hyphen,train,3
I live in the ocean. I swim wherever I want. I sing to my family. I can breathe through a hole in the top of my head.  I am a.,giraffe,whale,dolphin,shark,1
I live in the ocean. I swim wherever I want. I sing to my family. I can breathe through a hole in the top of my head.  I am a.,shark,lobster,giraffe,whale,3
"My seas have no water, my mountains have no rock, and my land has no grass. What am I?",compass,map,waypoint,atlas,1
"My seas have no water, my mountains have no rock, and my land has no grass. What am I?",island,map,atlas,waypoint,1
"My 7, 13, 3, 10, 8, 5 is a male title. My 3, 8, 2, 11, 4, 14, 5 has a political career. My 7, 6, 12, 4, 14, 9 is a type of meat. My 9, 1, 15, 8 makes a baseball team. My whole can aid you in navigation during inclement weather.",instrumentation,percussion,guitar,harmonies,0
"My 7, 13, 3, 10, 8, 5 is a male title. My 3, 8, 2, 11, 4, 14, 5 has a political career. My 7, 6, 12, 4, 14, 9 is a type of meat. My 9, 1, 15, 8 makes a baseball team. My whole can aid you in navigation during inclement weather.",instrumentation,harmonies,percussion,instrumentals,0
"Known as a great deceiver, It is evil's incarnation, Once used for veneration, The root of all procreation. All you can do is shiver, When it begins to slither.",spider,lizard,bird,snake,3
"Known as a great deceiver, It is evil's incarnation, Once used for veneration, The root of all procreation. All you can do is shiver, When it begins to slither.",snake,bird,lizard,rat,0
"What has weight in its belly and trees on its back, nails in it's ribs and a liquid track?",shore,canoe,boat,yacht,2
"What has weight in its belly and trees on its back, nails in it's ribs and a liquid track?",boat,yacht,island,shore,0
I am a mother from a family of eight. Spins around all day despite my weight. Had a ninth sibling before finding out its fake. What am I?,Antarctica,Carbon dioxide,earth,moon,2
I am a mother from a family of eight. Spins around all day despite my weight. Had a ninth sibling before finding out its fake. What am I?,mars,Carbon dioxide,moon,earth,3
It's not madness.,Rome,Athens,Odysseus,Sparta,3
It's not madness.,Sparta,Athens,Greece,Rome,0
"I'm a slippery fish in a cloudy sea; Neither hook nor spear will capture me; With your hand you must hunt down this fish, to see that it ends up in the dish.",toothpaste,soap,cartoon,television,1
"I'm a slippery fish in a cloudy sea; Neither hook nor spear will capture me; With your hand you must hunt down this fish, to see that it ends up in the dish.",soap,television,shampoo,cartoon,0
It could make arrows fly and kites soar. What is it?,string,university,args,teacher,0
It could make arrows fly and kites soar. What is it?,args,university,string,const,2
I come in many different colors. I create boundaries to keep things concealed and safe. My best friend is a lock and I am also made of different materials as well. I love to travel: you can find me anywhere. What am I?,fence,shelter,drawbridge,tunnel,0
I come in many different colors. I create boundaries to keep things concealed and safe. My best friend is a lock and I am also made of different materials as well. I love to travel: you can find me anywhere. What am I?,ceiling,shelter,tunnel,fence,3
I can swing but have no rope. What am I?,door,hallway,stairwell,garage,0
I can swing but have no rope. What am I?,hallway,window,door,garage,2
What word is the same if you turn it upside down and backwards?,Friday,suns,lakers,knicks,1
What word is the same if you turn it upside down and backwards?,lakers,suns,Thursday,knicks,1
What Can Make Food But Not Eat?,sun,Friday,moon,Thursday,0
What Can Make Food But Not Eat?,sun,Friday,night sky,Thursday,0
"The moon nine days old, The next sign to Cancer, Pat rat without a tail, Now sir, I'll have your answer. Who am I?",Joan,Mozart,Nightingale,Cleopatra,3
"The moon nine days old, The next sign to Cancer, Pat rat without a tail, Now sir, I'll have your answer. Who am I?",Cleopatra,Nightingale,Napoleon,Mozart,0
What gets served but never eaten?,avocado,frisbee,chicken,tennis ball,3
What gets served but never eaten?,chicken,frisbee,trampoline,tennis ball,3
"Wind and cord combine, buzzing in the box. In all this we find, though to some the use is lost. What am I?",glacier,voice,narrator,lava,1
"Wind and cord combine, buzzing in the box. In all this we find, though to some the use is lost. What am I?",accent,narrator,glacier,voice,3
It cannot run.It cannot walk.It never gets tired.Though it goes on for a long time.It might never die.All of them lead to Rome.What is it?,highway,carriage,road,freeway,2
It cannot run.It cannot walk.It never gets tired.Though it goes on for a long time.It might never die.All of them lead to Rome.What is it?,freeway,highway,road,roads,2
I make what science believes to be fantasy become reality in the blink of an eye. Doctors consider me a cause of insanity if to much of me in your life is applied. When most age I began to disappear for as most age they apply more logic and reason to their thoughts. My biggest fear is to not get used and to be forgot. What am I?,figment,logic,creativity,imagination,3
I make what science believes to be fantasy become reality in the blink of an eye. Doctors consider me a cause of insanity if to much of me in your life is applied. When most age I began to disappear for as most age they apply more logic and reason to their thoughts. My biggest fear is to not get used and to be forgot. What am I?,figment,creativity,emotions,imagination,3
"I break, she falls. I break, she falls. Who am I, and who is she?",Thursday,week,day,morning,2
"I break, she falls. I break, she falls. Who am I, and who is she?",Friday,morning,Thursday,day,3
My first is near an organ which thinks.My second can contain your cold drinks.My whole helps you to see between blinks. What am I?,optometrist,eye glasses,contact lenses,before,1
My first is near an organ which thinks.My second can contain your cold drinks.My whole helps you to see between blinks. What am I?,eye glasses,second,optometrist,contact lenses,0
"JIMMY went into the water,  when he went back up , what was has name?",lips,Kyrie,forehead,Jimmy,3
"JIMMY went into the water,  when he went back up , what was has name?",Kyle,Jimmy,Kyrie,forehead,1
This pastry is a fruit pie in which the principal filling ingredient is apples.,apple pie,cheeseburger,microsoft,hamburgers,0
This pastry is a fruit pie in which the principal filling ingredient is apples.,microsoft,apple pie,iPod,hamburgers,1
"A most delicious thing. It can be given but cannot be kept. Some awake from it after they've slept. It is the moistest and softest butterfly wing, But when it is the last even it can sting.",kiss,lick,caress,lips,0
"A most delicious thing. It can be given but cannot be kept. Some awake from it after they've slept. It is the moistest and softest butterfly wing, But when it is the last even it can sting.",hug,lips,caress,kiss,3
Late afternoons I often bathe. I'll soak in water piping hot. My essence goes through my see through clothes. Used up am I; I've gone to pot. What am I?,tea bag,toe,boiling water,plastic bottle,0
Late afternoons I often bathe. I'll soak in water piping hot. My essence goes through my see through clothes. Used up am I; I've gone to pot. What am I?,ankles,boiling water,toe,tea bag,3
What is the MAIN Cause of Airline Crashes?,gravity,air resistance,helium balloon,buoyancy,0
What is the MAIN Cause of Airline Crashes?,gravity,helium balloon,buoyancy,geometry,0
What animal keeps the best time?,agencies,investigator,audit,watchdog,3
What animal keeps the best time?,watchman,investigator,agencies,watchdog,3
I weigh less than a gram but can destroy a house. I come with many brothers and sisters when I am bought and I can light up a whole room.  What am I?,knockout,Hhh,pinfall,match,3
I weigh less than a gram but can destroy a house. I come with many brothers and sisters when I am bought and I can light up a whole room.  What am I?,main event,pinfall,match,knockout,2
"This food is a white meat, that often goes with salad. It's poultry.",steak,chicken,broccoli,bacon,1
"This food is a white meat, that often goes with salad. It's poultry.",chicken,steak,broccoli,meat,0
I'm as small as a pea but I'm as big as the sky and I don't belong to the person that purchases me. What am I?,gift,skills,invitation,stocking stuffer,0
I'm as small as a pea but I'm as big as the sky and I don't belong to the person that purchases me. What am I?,team,invitation,gift,skills,2
"I am a powerful force.A ""cold"" hearted thing.Powerful trees go weak under my strength.People become frightened and cold when I strike.Many have to leave their homes to find warmth.Yet I help cool down drinks on a hot summer day. What am I?",glacier,puck,snow,ice,3
"I am a powerful force.A ""cold"" hearted thing.Powerful trees go weak under my strength.People become frightened and cold when I strike.Many have to leave their homes to find warmth.Yet I help cool down drinks on a hot summer day. What am I?",puck,glacier,lava,ice,3
i am a big snake* i swallow my people nd vomit them in a pleasant place.wat am i,train,station,hyphen,subway,0
i am a big snake* i swallow my people nd vomit them in a pleasant place.wat am i,comma,train,subway,station,1
"I live through people.And words. I can be found within buildings with steeples, And be among the birds. My first is in sea, But not in ocean. My last is in gallon, But not in quart. What am I?",daughter,sister,song,lyric,2
"I live through people.And words. I can be found within buildings with steeples, And be among the birds. My first is in sea, But not in ocean. My last is in gallon, But not in quart. What am I?",song,sister,title track,lyric,0
"I'm a starchy plant tuber that is one of the most important food crops, cooked and eaten fried, such as french fries.",potato,vegetable,pizza,raindrops,0
"I'm a starchy plant tuber that is one of the most important food crops, cooked and eaten fried, such as french fries.",raindrops,pizza,potato,chicken,2
"Scary droplets from the sky.Tumble down as night goes by.Over the lands it carries on.Rainfall pours, sun is gone.Merging roars and bright light.Yearning for a peaceful night",wealth,storm,electricity,tornado,1
"Scary droplets from the sky.Tumble down as night goes by.Over the lands it carries on.Rainfall pours, sun is gone.Merging roars and bright light.Yearning for a peaceful night",storm,tornado,hurricane,electricity,0
You can break me easily without even touching me or seeing me. What am I?,promise,will,doubt,bet,0
You can break me easily without even touching me or seeing me. What am I?,promise,vow,bet,will,0
It can be used onstage or to express admiration. What is it?,fair play,props,envy,kudos,1
It can be used onstage or to express admiration. What is it?,props,envy,thanks,fair play,0
What is the word that even in plain sight remains hidden?,hidden,Atlantic,highway,buried,0
What is the word that even in plain sight remains hidden?,disappear,highway,hidden,buried,2
"This has no beginning, middle or end, and all the greatest thinkers see it but can't comprehend. What is it?",space,descent,comma,last starfighter,0
"This has no beginning, middle or end, and all the greatest thinkers see it but can't comprehend. What is it?",space,descent,comma,hyphen,0
"Round and Round, never off the ground. What am I?",chakra,alchemy,sharingan,genjutsu,0
"Round and Round, never off the ground. What am I?",chakra,Buddha,sharingan,alchemy,0
"If you have a bee in your hand, what do you have in your eye?",elegance,match,beauty,sexiness,2
"If you have a bee in your hand, what do you have in your eye?",elegance,nailbiter,sexiness,beauty,3
What can be seen but not touched?,sky,shadow,glow,storm,1
What can be seen but not touched?,glow,silhouette,shadow,sky,2
I leak tears of silver  I am silver tongued but never lie  Never dry Can never fly,Saturn,jupiter,Neptune,Mercury,3
I leak tears of silver  I am silver tongued but never lie  Never dry Can never fly,Mercury,Neptune,uranus,Saturn,0
"I am everywhere. Nothing can compare. Run and hide and I will still be there Because everything is mine to share. No need to seek me out, Though, you may just run out. What am I?",last starfighter,comma,descent,space,3
"I am everywhere. Nothing can compare. Run and hide and I will still be there Because everything is mine to share. No need to seek me out, Though, you may just run out. What am I?",descent,last starfighter,hyphen,space,3
What is an astronaut__ favorite key on a keyboard?,space,hyphen,comma,descent,0
What is an astronaut__ favorite key on a keyboard?,space,last starfighter,comma,descent,0
"From where I originated, no one really knows.They say my earliest sound came from a hunter's bow. Ramses III has me painted in his death hall.In the New Kingdom, I was 6.5 feet tall. In the Christian church I accompanied the monks there.In 5th century Ireland, I was taught at the Papal Music School there. In the Medieval times, I was so compact.The player could fit me right in his lap. I once was lost, found in the past decades.Now the new players won't let the tradition fade. What am I?",argue,criticize,harp,grumble,2
"From where I originated, no one really knows.They say my earliest sound came from a hunter's bow. Ramses III has me painted in his death hall.In the New Kingdom, I was 6.5 feet tall. In the Christian church I accompanied the monks there.In 5th century Ireland, I was taught at the Papal Music School there. In the Medieval times, I was so compact.The player could fit me right in his lap. I once was lost, found in the past decades.Now the new players won't let the tradition fade. What am I?",argue,insinuate,harp,grumble,2
I always have to work with something in my eye. What am I?,needle,tweezers,price,syringe,0
I always have to work with something in my eye. What am I?,needle,syringe,fingernail,price,0
